"Row-names","Symbol","T-C___log2FoldChange","T-C___padj","data","C1","C2","C3","C4","T1","T2","T3","T4"
"ENSRNOG00000017489","Gse1",1.407095483325,NA," ",2.92189743353692,2.01324909346388,1.99747436360799,1.66151763179207,3.80077726211954,3.8167068072035,3.40128875402947,3.02600807093504
"ENSRNOG00000017491","Carf",-0.504934497883689,NA," ",2.5106765642962,3.10303743162437,3.08449104497935,2.90505700106373,2.46668202036372,2.3600873807123,2.4499307335768,2.58541183429005
"ENSRNOG00000017493","Pias2",-0.567656878143247,0.0423493207140618," ",5.64005042295434,6.11541468732389,5.9274241236153,6.08890970168512,5.44922593111968,5.30685044505498,5.40770922770654,5.33272223228395
"ENSRNOG00000017494","Acp6",0.281618377296031,NA," ",3.09054797792124,3.10303743162437,2.45667615953896,2.90505700106373,3.41984040469861,3.31571569355352,3.11309998781388,2.74769282195732
"ENSRNOG00000017495","Klhdc3",-0.0022970431042026,0.995943011925176," ",5.55609069415643,5.54081934988015,5.26350563503491,5.66562869282129,5.44922593111968,5.53835688104919,5.49189435928513,5.54631954688814
"ENSRNOG00000017496","Cnp",0.568499460461903,0.000506825792967858," ",9.57938514684678,9.21605375739862,9.30155850278794,9.1926445748368,9.84670017816734,10.028112806704,9.74280313340263,9.98006592112661
"ENSRNOG00000017500","Mtss2",1.22061599064769,0.0104639414191985," ",5.49727395036728,4.66079332907106,3.85484505935888,3.80539026725691,5.99415266992135,5.94561269376775,5.609621592785,5.94806302843378
"ENSRNOG00000017502","Sike1",-0.492440692952771,0.352623875483258," ",3.91615348986154,4.01654244218184,4.35434800553164,4.19439681223021,3.58446564559501,3.66823728488624,3.56570644807455,3.79305820021772
"ENSRNOG00000017503","Ppargc1b",0.918841040837417,NA," ",1.93331716602834,2.01324909346388,1.31990793961555,0,2.46668202036372,2.3600873807123,2.27088736683398,1.94793199463306
"ENSRNOG00000017505","Npepo",-0.923970171334748,NA," ",2.73088929068579,2.82248684954276,2.45667615953896,3.27112163087974,2.28714559307712,1.90920078527791,1.82814379798016,2.19306633226287
"ENSRNOG00000017506","Cltb",-0.486504947580101,0.104773845447221," ",6.76916438782351,7.18242330961957,6.80401653406776,7.62846529119018,6.45406585003381,6.7242187116725,6.66897814189932,6.68903406174754
"ENSRNOG00000017508","Kmt5c",0.345198797194094,NA," ",2.73088929068579,2.47387916348192,1.99747436360799,1.66151763179207,2.90075238056756,2.54176682048718,2.60918725059878,2.40253563482961
"ENSRNOG00000017509","Eed",-0.37693892093004,0.464273413771518," ",4.16317197066233,4.26464308168933,4.12610721590833,4.35553939796838,3.98884485750557,3.66823728488624,3.90971511485316,3.86557260705612
"ENSRNOG00000017510","Mfge8",0.998317773643562,0.00996574260052648," ",4.43796274023528,4.01654244218184,3.99684226304938,3.80539026725691,5.14082917736971,5.20273608167585,5.06706603570553,4.9210869159852
"ENSRNOG00000017511","Dcdc2",0.503995930201165,NA," ",0.955888976426942,1.33253708570291,0,0,1.19763364086189,0.756171397546499,1.18611994618132,0.777832262941357
"ENSRNOG00000017512","Aldh3b1",-0.222269273081479,NA," ",2.25068820939312,1.33253708570291,1.99747436360799,2.41331857269211,1.842883542693,1.61683158547724,1.82814379798016,2.19306633226287
"ENSRNOG00000017513","Miga2",0.738032853569487,0.208901719624852," ",3.61792076470301,3.33781246848906,3.08449104497935,2.90505700106373,4.20664522629162,4.01418148950127,3.84716471914885,3.86557260705612
"ENSRNOG00000017516","Bcl9 ENSRNOG00000017516",0.745551525070143,NA," ",2.73088929068579,2.47387916348192,1.99747436360799,1.66151763179207,3.2339808219747,2.98002973018284,2.88303386937755,2.74769282195732
"ENSRNOG00000017521","Gpr55",-1.84830012626676,NA," ",0,0,1.31990793961555,0,0,0,0,0
"ENSRNOG00000017523","H6pd",0.623768636548145,NA," ",1.93331716602834,1.33253708570291,1.31990793961555,1.66151763179207,2.08204812613733,2.15218735069341,2.06643335096257,1.94793199463306
