"","","Cluster","C1","C2","C3","C4","T1","T2","T3","T4"
"ENSRNOG00000054422","AABR07048397.3","A","-0.499903888499395","-0.499903888499395","1.95677227103957","-0.499903888499395","-0.499903888499395","-0.499903888499395","1.0426510599568","-0.499903888499395"
"ENSRNOG00000016387","Rpl34","A","0.230313639560802","0.890872050521573","0.77193700863583","1.43559269604691","-1.04457353857838","-0.888294659487216","-0.858474482977321","-0.537372713722198"
"ENSRNOG00000059466","AC126572.6","A","-0.658607138807573","0.289429114378903","0.900040995876337","1.62094021815389","-0.986816408241125","-0.567618463625771","-0.998330102921695","0.400961785187033"
"ENSRNOG00000049649","Hist1h2ah","A","-0.0228648845164212","0.284062146384049","0.95478546020318","1.54940061457267","-1.31804097178809","-0.250031726779458","-0.100686589650634","-1.0966240484253"
"ENSRNOG00000018320","Rps15a","A","0.156981979289521","0.726656889741288","0.771511813041857","1.59162582019775","-0.995495619455242","-0.859267030901928","-0.810367867778155","-0.581645984135094"
"ENSRNOG00000040314","AABR07034637.1","A","-0.612003256784049","-0.612003256784049","1.84467290275492","1.04951437500802","-0.612003256784049","-0.612003256784049","-0.612003256784049","0.165829006157308"
"ENSRNOG00000054626","Rps8","A","0.00795549757918934","0.816125522827804","0.944207343342338","1.46886565904239","-0.985759843826715","-0.845722983600611","-0.710909284835548","-0.69476191052884"
"ENSRNOG00000058909","Rps9","A","-0.0709834644347058","0.772503936652905","0.760765170531133","1.64614983780905","-1.00133968839818","-0.795412154843434","-0.698434573202211","-0.613249064114561"
"ENSRNOG00000052706","AABR07072841.1","A","1.02802802656614","-0.497814883729301","1.95886127580966","-0.497814883729301","-0.497814883729301","-0.497814883729301","-0.497814883729301","-0.497814883729301"
"ENSRNOG00000051714","SNORA70","A","-0.771872987342246","1.70200617613967","0.548034952273309","0.889644644449824","-0.0521938234938226","-0.771872987342246","-0.771872987342246","-0.771872987342246"
"ENSRNOG00000009378","Rpl4","A","-0.0241776621641154","0.697237367750922","0.93359814906583","1.56176172246741","-0.96383653287606","-0.781876677635346","-0.754939674340147","-0.66776669226849"
"ENSRNOG00000008309","Rpa3","A","0.00401866329590472","0.785210720120483","0.817834608343204","1.58013331506557","-0.687688986679714","-0.809536483996057","-0.772138632810569","-0.917833203338819"
"ENSRNOG00000051085","AABR07011062.1","A","0.0143315982081722","-0.223107517721069","1.08254018902128","1.77660880736747","-1.03872297032306","-0.619525025707704","-0.408212813204789","-0.583912267640305"
"ENSRNOG00000024689","Hopx","A","0.0439799297796473","0.725075015053116","0.630841184759886","1.6991988673434","-0.939228810945457","-0.775868286891535","-0.886309491569468","-0.497688407529589"
"ENSRNOG00000036921","Tmsb10","A","-0.775862784322555","0.556674301380353","1.68081337521641","0.885654847469515","-0.775862784322555","-0.019691386776056","-0.775862784322555","-0.775862784322555"
"ENSRNOG00000000137","Ly86","A","0.11444791854125","0.639141165564554","1.10155631802263","1.38093657790527","-1.02089945432892","-0.738932833154401","-0.516193570112433","-0.960056122437949"
"ENSRNOG00000027028","Lamtor4","A","-0.0507216228503085","0.719163095398727","0.912057920507266","1.55038935349808","-0.866833064511765","-0.562679907730478","-0.996079886013815","-0.705295888297698"
"ENSRNOG00000012827","Mlf1","A","2.01815558264329","-0.565460821515336","0.558678252320721","-0.236480275426174","-1.17831874336982","-0.281166321740999","-0.0698541092380844","-0.2455535636736"
"ENSRNOG00000015411","Apobec1","A","0.275597009828698","0.328412067954759","1.07060294494355","1.49820019776046","-0.991455245849036","-0.908105501307447","-0.41338069392696","-0.859870779404022"
"ENSRNOG00000003895","Rgs1","A","0.207747578421857","0.800108445750025","1.01596781433188","1.25991866788693","-1.10529534501245","-1.05317733115435","-0.474785187894186","-0.650484642329702"
"ENSRNOG00000012314","Slirp","A","-0.289626803992564","0.683613099117944","0.847962597560815","1.67559181836351","-0.891907604014444","-0.81263025439916","-0.67955999676812","-0.533442855867977"
"ENSRNOG00000058695","AABR07050391.2","A","-0.967321456757088","1.04592763670679","0.352586482858466","1.44599711593502","-0.967321456757088","-0.967321456757088","-0.255650518828259","0.313103653599248"
"ENSRNOG00000048563","Cetn3","A","-0.129347666614837","0.641918238610249","0.815071477826564","1.66621314930588","-0.749408491055883","-0.837760507439488","-0.982917712100814","-0.42376848853167"
"ENSRNOG00000020751","Rdm1","A","0.0808130840717611","0.452961225010344","1.04725440753002","1.54432060561619","-0.568028080476699","-1.03324462113678","-0.821932408633867","-0.70214421198097"
"ENSRNOG00000012081","Txn1","A","-0.0191720586250952","0.590223721422214","0.938554704082939","1.52476616592505","-1.27796639482614","-0.631058128684913","-0.682839674830363","-0.442508334463695"
"ENSRNOG00000027811","Lilrb4","A","0.839129894961831","-0.341660994328763","0.690697215487357","1.03024896835869","-1.08209971773419","-1.54731625839428","0.549140664585833","-0.138139772936485"
"ENSRNOG00000049099","AABR07017250.1","A","0.701892096757191","0.508586272164656","0.495957126077303","1.58936775915385","-0.823950813538251","-0.823950813538251","-0.823950813538251","-0.823950813538251"
"ENSRNOG00000036645","Ifitm6","A","-0.408380948674447","1.10960923838053","1.44019819415767","0.29724770669068","-0.644590761252966","-0.60809852755489","0.178285023354809","-1.36426992510139"
"ENSRNOG00000059382","LOC684797","A","-0.33792421437201","0.540675865275808","0.939203833488592","1.56916696903722","-1.36783646398253","-0.383231543973134","-0.448839284381071","-0.511215161092886"
"ENSRNOG00000051483","LOC103689961","A","-0.0149069658513188","0.848907680173866","0.734262193404509","1.5617902892932","-0.865134800902716","-0.734445897254262","-0.952960048350545","-0.577512450512731"
"ENSRNOG00000000917","Nupr2","A","0.283265767863829","0.936111124218687","0.91605444478296","1.09201343102652","-1.45811383334393","-0.439347986249999","-0.53751381077412","-0.792469137523943"
"ENSRNOG00000000505","Rpl10a","A","0.150727080569384","0.647783065324955","0.820268816922905","1.56966664680474","-1.02563103415029","-0.858627692297857","-0.678414114860788","-0.625772768313057"
"ENSRNOG00000008235","Mylk2","A","2.03185350130723","-0.47882306298897","0.841084876626585","-0.47882306298897","-0.47882306298897","-0.47882306298897","-0.47882306298897","-0.47882306298897"
"ENSRNOG00000061125","7SK","A","-0.803551560801305","1.20969753266257","1.19392280280668","0.857966070990765","-0.803551560801305","-0.0473801632548053","-0.803551560801305","-0.803551560801305"
"ENSRNOG00000051002","LOC108348139","A","-1.65899303991482","0.282099792679336","0.762037799588485","1.3752678285045","-0.461084706091685","-0.276594512389638","0.543568972631953","-0.566302135008124"
"ENSRNOG00000017294","Zranb1","A","-0.319588061941997","0.794647100973727","0.744577618042614","1.63634853042662","-0.801987321733952","-0.714380442750406","-0.979604371854096","-0.360013051162507"
"ENSRNOG00000055672","Gpx2","A","-1.10527960695435","0.675656882775339","1.31911133607151","1.11753172529621","-0.257499248836806","-0.0392422219393911","-0.895024279086438","-0.815254587326069"
"ENSRNOG00000021100","Tnfaip8l2","A","0.0659573972825385","0.142160408503999","1.09439917516753","1.57508550556803","-1.18289649262641","-0.858355795825702","-0.415452535422671","-0.420897662647314"
"ENSRNOG00000026605","Ifi27l2b","A","0.190347976751423","0.547239316022846","1.09623685083255","1.3018145943859","-0.763799076595041","-0.92131280713427","-1.20833617048701","-0.2421906837764"
"ENSRNOG00000020843","LOC100360087","A","0.271719731794541","0.633442134198051","0.905009419540225","1.44563991745948","-0.976670709003153","-0.733661947943185","-0.537533705147277","-1.00794484089869"
"ENSRNOG00000058677","Lsm8","A","0.255208525713024","0.655699482825669","0.775115354080487","1.42164096909286","-1.47393215361249","-0.575750438842195","-0.530699215271078","-0.527282523986277"
"ENSRNOG00000003054","AABR07037009.1","A","1.1849647113155","0.947525595386259","0.254184441537934","0.59579413371445","-1.06572349807762","-1.06572349807762","-1.06572349807762","0.214701612278716"
"ENSRNOG00000011663","Rnf7","A","-0.0531124693571003","0.850838204910662","0.913496881736218","1.43690746467122","-0.895825642917872","-0.750240065191123","-0.914949525893212","-0.587114847958794"
"ENSRNOG00000055770","AABR07050399.1","A","-0.910059908282425","1.10318918518145","0.40984803133313","1.50325866440968","-0.910059908282425","-0.153888510735925","-0.910059908282425","-0.132227645341067"
"ENSRNOG00000020251","Art1","A","1.80567199785075","-0.70500456644545","-0.70500456644545","0.95651306534662","-0.70500456644545","0.051166831101049","0.00666637148337956","-0.70500456644545"
"ENSRNOG00000012659","Vamp5","A","-0.340950678352339","1.1399825518064","0.423346403085293","1.53607937817407","-0.410912289916609","-0.889731835786399","-0.428850507566443","-1.02896302144398"
"ENSRNOG00000060705","AABR07006025.3","A","-0.600997802638839","-0.600997802638839","-0.600997802638839","1.81232077005327","-0.600997802638839","1.01583378283841","-0.600997802638839","0.176834460302519"
"ENSRNOG00000000490","Rps10","A","-0.0257858292501378","0.674343424241115","0.792574593600865","1.5859726042544","-1.20059261789506","-0.607995337110782","-0.632666877141763","-0.585849960698643"
"ENSRNOG00000007178","Cd8a","A","0.473374122009671","0.280068297417137","0.267439151329783","1.36084978440633","-1.05246878828577","-1.05246878828577","0.775675009694388","-1.05246878828577"
"ENSRNOG00000043105","Lyrm2","A","-0.108012943431928","0.759642692940979","0.739250538321027","1.5993944133024","-1.01504145332588","-0.93269882741408","-0.563164037381914","-0.4793703830106"
"ENSRNOG00000057034","AABR07003841.1","A","-0.633220449751321","0.699316635951587","0.686687489864233","1.78009812294079","-0.633220449751321","-0.633220449751321","-0.633220449751321","-0.633220449751321"
"ENSRNOG00000058803","SNORD115","A","-0.633220449751321","0.699316635951587","0.686687489864233","1.78009812294079","-0.633220449751321","-0.633220449751321","-0.633220449751321","-0.633220449751321"
"ENSRNOG00000022681","RGD1561113","A","-0.0801623606313537","-0.116959761445637","0.493652120051796","1.21455134232935","-1.87115976107913","0.112266068566121","-0.524405573964982","0.772217926173838"
"ENSRNOG00000047898","Hist2h2aa3","A","-0.242569887012323","1.06753527979183","0.997423874745084","1.1843559724019","-1.12949831287489","-0.473574630708954","-0.556305259877866","-0.84736703646478"
"ENSRNOG00000058697","LOC103690319","A","0.0212575687555299","0.397905678031495","1.06284295593658","1.47868716502069","-0.934631407671413","-0.934631407671413","-0.934631407671413","-0.156799144730056"
"ENSRNOG00000048122","H2ac1","A","0.939069159325038","-0.586773750970405","1.86990240856856","-0.586773750970405","-0.586773750970405","-0.586773750970405","0.124897186958425","-0.586773750970405"
"ENSRNOG00000014139","Sclt1","A","-0.449037360517095","0.79282676472248","0.504145863157685","1.77377397173347","-0.71808971913183","-0.851256567875274","-0.736376793139447","-0.315986158949983"
"ENSRNOG00000009785","Cdkn3","A","0.241068223903037","0.292050495180442","0.969004350243388","1.3852185310056","-1.50031137730473","-0.734157868063717","-0.0965209224570112","-0.556351432507017"
"ENSRNOG00000047914","Gng11","A","-0.00494012137314392","0.428892952573149","0.859673400971094","1.67744747598091","-0.8522840860455","-1.01524592076495","-0.509873153144041","-0.583670548197512"
"ENSRNOG00000025936","Rpl6","A","0.0120812548796678","0.73795212526143","0.925640585750623","1.47086518611283","-0.954976642794904","-0.817887647766531","-0.637304787235216","-0.736370074207894"
"ENSRNOG00000026646","Ndufs5","A","-0.152937683453713","0.889372342006342","0.742222332130829","1.51518101330878","-1.07008880213269","-0.591063176727304","-0.758586594468878","-0.574099430663363"
"ENSRNOG00000062232","Mcc","A","-0.152790299455695","0.904569817581242","0.88879508772535","1.30463929680947","-1.10867927588264","-1.10867927588264","-0.397008337953808","-0.330847012941281"
"ENSRNOG00000025909","Uqcc2","A","0.001305001449877","0.889960250491354","0.689156746858623","1.51244500960379","-0.828918652188618","-0.810600438588222","-0.954081631916009","-0.499266285710794"
"ENSRNOG00000055694","LOC102553190","A","-0.283351887191156","1.05939376096125","0.649595738630798","1.4269260697797","-0.738567300364359","-0.663482500240894","-1.1388159697655","-0.31169791180984"
"ENSRNOG00000028021","Rps13","A","0.058220098336081","0.803270065589697","0.811929224488809","1.47682974034048","-0.956877863598132","-0.800472698274752","-0.796997774076615","-0.595900792805568"
"ENSRNOG00000006051","AABR07016841.1","A","-1.55235378341372","-0.219816697710816","0.445120580194264","0.860964789278382","-0.354720142551833","-0.796182385867224","0.275790014566436","1.34119762550451"
"ENSRNOG00000059545","AC114446.1","A","-0.975397078099859","0.357140007603048","0.344510861515695","1.92965992296387","-0.975397078099859","-0.21922568055336","-0.26372614017103","-0.197564815158502"
"ENSRNOG00000018647","Mrpl20","A","-0.147354116318604","0.604890898518739","0.907533628287989","1.55736632764748","-0.651719625043413","-0.989762584044466","-0.922926866222608","-0.358027662825112"
"ENSRNOG00000014130","Cks2","A","0.0707182683133465","0.441775658099327","1.15163405786774","1.22188848859596","-1.46587745015629","-0.188178369020691","-0.446720889534963","-0.785239764164436"
"ENSRNOG00000002890","AC127084.1","A","-0.473651655655234","0.858885430047674","1.98302450388373","-0.473651655655234","-0.473651655655234","-0.473651655655234","-0.473651655655234","-0.473651655655234"
"ENSRNOG00000013202","Akap7","A","-0.316842326973211","0.759417152235801","0.663836808096664","1.64337734098328","-0.810368517577464","-0.637552942998469","-1.02717006650442","-0.274697447262185"
"ENSRNOG00000043114","Tomm7","A","-0.206123036402858","0.914137396605491","0.744899796516196","1.51182747443571","-0.825260900343996","-0.749179028163561","-0.889176356289948","-0.501125346357031"
"ENSRNOG00000050158","LOC100911692","A","0.735478526541597","-0.790364383753845","-0.790364383753845","1.62295418893826","0.407269257108046","-0.790364383753845","0.395755562427475","-0.790364383753845"
"ENSRNOG00000048174","Uqcrq","A","0.157539800018383","0.880483571566891","0.801297761155324","1.36824896382816","-0.876612250335319","-0.902502378632533","-0.896482968652363","-0.531972498948543"
"ENSRNOG00000051180","LOC100911516","A","-0.103110710192042","1.14216497712178","0.742814884028149","1.24824532602881","-0.985693404075805","-0.541487329347962","-1.03680371797307","-0.466130025589854"
"ENSRNOG00000021856","Lat2","A","0.174532665278816","0.343705819295031","1.2904074181733","1.26339813182044","-1.11198089804794","-0.816851570851395","-0.646728683419875","-0.496482882248365"
"ENSRNOG00000056054","U8","A","-0.0454738272729214","0.331174282003044","0.318545135915691","1.90369419736386","-0.281683639851441","-1.00136280369986","-1.00136280369986","-0.223530540758507"
"ENSRNOG00000036971","Smim26","A","-0.206941741654084","0.930579220807755","0.576921411487668","1.53113271870206","-0.769401122297892","-0.878827259596056","-0.984335482429766","-0.19912774501968"
"ENSRNOG00000048270","Knop1","A","0.041139546694326","-0.914749429732617","0.405158509882938","1.49856914295949","-0.195070265884193","0.99445135554529","-0.914749429732617","-0.914749429732617"
"ENSRNOG00000056426","AABR07045370.1","A","0.771230199602385","-0.754612710693057","0.565295228922497","1.65870586199905","-0.754612710693057","-0.754612710693057","-0.754612710693057","0.0232195522482996"
"ENSRNOG00000046440","AABR07071393.1","A","-0.467137658736913","-0.467137658736913","1.98953850080205","-0.467137658736913","-0.467137658736913","-0.467137658736913","-0.467137658736913","0.813287451619424"
"ENSRNOG00000015848","Etfrf1","A","-0.299794094767045","0.673445808343463","0.837795306786334","1.59313812086887","-0.67160177550501","-0.954625639978149","-0.401538521327012","-0.776819204421449"
"ENSRNOG00000030021","Ccl6","A","0.174948948905461","0.30308398407029","0.72204068210069","1.58121918040923","-1.26670168574297","-0.928365937597575","-0.053138677504057","-0.533086494641067"
"ENSRNOG00000027049","Atp5mf","A","-0.0600190997303898","0.807009601397453","0.827360407358919","1.46415029016132","-0.970665872591649","-0.715437936799702","-0.823860139316992","-0.528537250478958"
"ENSRNOG00000004059","Ptrhd1","A","0.21152366359464","0.354165369186344","0.75960977844673","1.60421132098664","-1.02169850512277","-1.08864908174503","-0.390465321209239","-0.428697224137317"
"ENSRNOG00000052538","SNORD115","A","-0.659477947609663","-0.659477947609663","1.33799641599833","1.00203968418241","-0.659477947609663","0.957353637867582","-0.659477947609663","-0.659477947609663"
"ENSRNOG00000017850","Dctpp1","A","0.115817624140484","0.564944903344486","0.5457563289322","1.65744503672702","-1.13184681108776","-0.271625360287084","-0.908297002818187","-0.572194718951153"
"ENSRNOG00000048109","LOC100365839","A","0.0765559052264084","1.06082983004187","1.11047506721903","0.758026967158814","-1.32925819989033","-0.721918783007306","-0.784138348718845","-0.170572438029653"
"ENSRNOG00000046871","LOC681367","A","-0.231679298919722","0.855444960176215","1.21496310583121","0.422689492750884","-0.0156854879491237","0.0593993121743419","-1.77069657038401","-0.534435513679786"
"ENSRNOG00000059061","Uqcr10","A","0.203895976950111","0.90890010300175","0.596986812432261","1.40201336968276","-1.03089258369294","-0.700873515665259","-0.974843770562878","-0.405186392145814"
"ENSRNOG00000047019","Bbip1","A","0.44035991856038","0.601836348366704","0.381057891447683","1.25655790347167","-1.38180327867584","0.0421908214242994","-0.0548050393809936","-1.2853945652139"
"ENSRNOG00000016865","H2bc1","A","-0.468231957299377","0.864305128403531","-0.468231957299377","1.94508661539273","-0.468231957299377","-0.468231957299377","-0.468231957299377","-0.468231957299377"
"ENSRNOG00000055272","AABR07044405.1","A","-0.468231957299377","0.864305128403531","-0.468231957299377","1.94508661539273","-0.468231957299377","-0.468231957299377","-0.468231957299377","-0.468231957299377"
"ENSRNOG00000015851","LOC103690139","A","1.43999638359181","1.51992831102735","-0.493320782436527","-0.493320782436527","-0.493320782436527","-0.493320782436527","-0.493320782436527","-0.493320782436527"
"ENSRNOG00000059688","AABR07030377.1","A","1.43999638359181","1.51992831102735","-0.493320782436527","-0.493320782436527","-0.493320782436527","-0.493320782436527","-0.493320782436527","-0.493320782436527"
"ENSRNOG00000052007","AABR07000392.1","A","-0.466653314038458","-0.466653314038458","0.853254625577097","1.94666525865365","-0.466653314038458","-0.466653314038458","-0.466653314038458","-0.466653314038458"
"ENSRNOG00000054816","AABR07001151.1","A","-0.466653314038458","-0.466653314038458","0.853254625577097","1.94666525865365","-0.466653314038458","-0.466653314038458","-0.466653314038458","-0.466653314038458"
"ENSRNOG00000004629","Fkbp3","A","-0.172162151179275","0.766221796534023","0.71437278823846","1.56573470139071","-0.879458779105337","-0.851800878217463","-0.772964561640759","-0.369942916020362"
"ENSRNOG00000008226","Zbtb8os","A","0.0235783433341243","0.690201286106543","0.849121238133755","1.42483889582435","-1.08448286016031","-0.91166728558132","-0.701095888443798","-0.290493729213339"
"ENSRNOG00000051777","Terc","A","-0.474551892380495","0.929943410080227","1.11261762430413","1.15497859535245","-0.851833428326131","-0.791037472931585","-0.865314109952631","-0.214802726145964"
"ENSRNOG00000049335","Sult6b1","A","-0.425870074266426","0.870773864980889","0.0457613790461198","1.61113466919941","-1.23203382071344","-0.701961329841876","-0.409158036105669","0.241353347700998"
"ENSRNOG00000000844","Ly6g6d","A","-0.359801198904461","0.697558918132476","0.00421776428415122","1.95543145554834","-0.59601101148298","-0.559518777784904","-0.604019237402573","-0.537857912390046"
"ENSRNOG00000020075","Eef1g","A","0.062519571662973","0.542736524738807","0.897828005106087","1.52102586879883","-0.9356599503613","-0.731457502424489","-0.729308914880265","-0.627683602640636"
"ENSRNOG00000009462","Ccdc90b","A","-0.0795664966724976","0.961590804934706","0.732795381584262","1.36521138059599","-1.02002401146826","-0.880487857685217","-0.618412433897576","-0.461106767391411"
"ENSRNOG00000023005","LOC681325","A","0.279581194621858","0.0862753700293235","0.751212647934404","1.65879528539014","-0.526582551825161","-1.24626171567358","-0.534590777744754","-0.468429452732227"
"ENSRNOG00000009364","Ndufb9","A","-0.0398677963037741","0.737460428112644","0.750950458876906","1.51072347061454","-0.854645285644049","-0.701483856198285","-0.953848179297296","-0.449289240160687"
"ENSRNOG00000001201","Cstb","A","0.208384022840733","0.46715810746291","0.946012838846186","1.45801914816846","-0.959436131789889","-0.782604754147397","-0.652954064707186","-0.684579166673815"
"ENSRNOG00000017277","Igsf6","A","0.36160085972443","0.104590732520562","1.1511982517516","1.19355922279992","-1.17165479009947","-1.11953677624137","-0.098401064127382","-0.421356436328301"
"ENSRNOG00000018795","Rpl18a","A","0.214880496485497","0.65667227033803","0.794816768593011","1.44687014391951","-1.00676243838498","-0.774541824319739","-0.693357136286322","-0.638578280345014"
"ENSRNOG00000019692","Metrn","A","0.063913754267289","0.705725710701924","0.902227098526311","1.37396785139909","-0.759004656280129","-0.482143503924044","-1.05420308280768","-0.750483171882769"
"ENSRNOG00000027126","Dpy30","A","-0.202126669320522","0.720902861341266","0.834537675404259","1.50259377464556","-0.985549149128424","-0.713019468168378","-0.658893116731835","-0.498445908041925"
"ENSRNOG00000048893","AABR07050600.1","A","-0.727741874444633","0.604795211258274","0.592166065170921","1.68557669824747","-0.727741874444633","0.0284295231018658","-0.727741874444633","-0.727741874444633"
"ENSRNOG00000051286","LOC100911516","A","0.177279779735771","-1.22506234340514","0.990779533811615","1.56528377477178","-0.516997108069994","-0.157959438332795","-0.597484833213385","-0.235839365297849"
"ENSRNOG00000038012","Commd6","A","-0.264847969307318","0.519925451570357","0.708396496570859","1.6878205300202","-0.897815619933118","-0.576192514761242","-0.854329103895614","-0.322957270264125"
"ENSRNOG00000049819","Dnajc19","A","-0.0307343194679781","0.628724124976379","0.687933681562328","1.60967133198736","-0.984947681001162","-0.703929018200001","-0.550466732778082","-0.656251387078846"
"ENSRNOG00000031506","Ftl1","A","0.270469809626046","0.582573707739922","0.770261919791242","1.47162523312196","-0.983103908069136","-0.700517853584071","-0.573479385091726","-0.837829523534245"
"ENSRNOG00000061595","Tfec","A","0.320738441895384","0.892537082045021","0.874518351761328","0.97510723356599","-1.21027060364931","-0.313118182020492","-0.387394819041537","-1.15211750455638"
"ENSRNOG00000012393","S100a13","A","-0.315189443837586","0.764749789346691","0.724477427673967","1.50386216654707","-1.17940683713071","-0.418565052535587","-0.630866640018086","-0.449061410045752"
"ENSRNOG00000018958","Mt3","A","-0.26328401718855","0.767068625389998","0.691430826685156","1.55562251119509","-1.01035542117223","-0.563599477559462","-0.745959456862854","-0.430923590487136"
"ENSRNOG00000058245","AABR07029863.3","A","-0.722806520787231","0.609730564915677","-0.722806520787231","1.69051205190487","-0.722806520787231","0.033364876759268","-0.722806520787231","0.557618589569105"
"ENSRNOG00000013300","Atp5if1","A","-0.0272709325262532","0.638528875008028","0.748745674363596","1.54942632261827","-0.934377199658329","-0.693541278042463","-0.848036848544404","-0.433474613218438"
"ENSRNOG00000031022","LOC108348287","A","0.0731743840862924","0.730132513476082","0.886505568629539","1.36919964119335","-0.983266445363991","-0.62668703464812","-0.824688513118503","-0.624370114254651"
"ENSRNOG00000011205","Ccl3","A","-0.0910520076955705","0.449509989758013","0.780098945535158","1.53847848003737","-0.826735532862015","-0.407537588246661","-0.196225375743747","-1.24653691078255"
"ENSRNOG00000030478","AY172581.9","A","0.269869324008073","1.0289244635792","0.307995611454249","1.42429501786191","-0.841091976153685","-0.932070739897087","-0.633489471679516","-0.624432229173137"
"ENSRNOG00000014582","Mrpl18","A","0.0563762173921623","0.736366948331633","0.774947555655006","1.38567043079012","-1.00140062427382","-1.00326564585773","-0.678246359397548","-0.27044852263983"
"ENSRNOG00000039350","Gng13","A","-0.81461341755836","0.890705354645542","0.305340354118495","1.68630447932284","-0.705485273612434","-0.555206679578986","-0.603875125428908","-0.203169691908188"
"ENSRNOG00000058375","Adig","A","-0.555612181279561","-0.555612181279561","0.764295758335993","1.85770639141254","-0.555612181279561","-0.555612181279561","0.156058756649268","-0.555612181279561"
"ENSRNOG00000009823","Naa38","A","-0.120880548806634","0.817023485074973","0.685477972060995","1.44651357505829","-0.985097942099761","-0.746375649572447","-0.883487793916236","-0.213173097799178"
"ENSRNOG00000029862","Spc24","A","0.251767100356889","0.499031590924702","0.681705805148606","1.51675852040402","-0.995897334871359","-0.297014057077171","-1.0106370795842","-0.64571454530149"
"ENSRNOG00000011893","Rps3a","A","0.250136092099408","0.747041810602273","0.993710536108928","1.177805896711","-0.991994862831293","-0.859595598395397","-0.61280700049485","-0.704296873800061"
"ENSRNOG00000030374","LOC100360750 ENSRNOG00000030374","A","-0.357132709635072","0.769843831490929","0.576310379347355","1.62773619934663","-0.645151937597249","-0.387203814084959","-0.972405325630945","-0.611996623236692"
"ENSRNOG00000033957","AY172581.23","A","0.385033827679325","-0.570855148747617","-0.570855148747617","1.84246342394449","0.626778492114273","-0.570855148747617","-0.570855148747617","-0.570855148747617"
"ENSRNOG00000059788","SNORD115","A","0.386473039514396","-0.569415936912546","-0.569415936912546","1.84390263577956","-0.569415936912546","-0.569415936912546","0.616704009268774","-0.569415936912546"
"ENSRNOG00000058158","AABR07024833.1","A","-0.551677855862108","-0.551677855862108","-0.551677855862108","1.86164071683","0.168001307986315","-0.551677855862108","-0.551677855862108","0.728747254494228"
"ENSRNOG00000015403","Cd52","A","0.240721709289703","0.320653636725247","0.764080702800332","0.720723115953473","-1.69259545673863","0.66749192397367","-0.980924518809803","-0.0401511131939893"
"ENSRNOG00000032902","Ybx1-ps3","A","-0.308424228991873","0.325721864618433","1.22631825092994","1.3856370677404","-1.00098033195449","-0.612088140812018","-0.533860731494109","-0.482323750036285"
"ENSRNOG00000058187","H2bc9","A","-0.241596538094889","0.233601859954367","0.973089171673843","1.58090927083749","-0.713071662474434","-0.382313259359116","-0.370027244776494","-1.08059159776077"
"ENSRNOG00000059329","U1","A","0.121440045112913","-0.0718657794796214","1.40006525407653","1.00891570750958","-0.206769224320638","-0.154651210462537","-0.692731927253699","-1.40440286518253"
"ENSRNOG00000050586","AABR07034362.2","A","0.265522165850671","0.642170275126636","1.76630934896269","-0.690366810576271","-0.690366810576271","-0.690366810576271","-0.690366810576271","0.0874654523650856"
"ENSRNOG00000060288","LOC100365062","A","0.0468058396678028","0.584841125577027","0.964353997871146","1.37088718590358","-0.787310964528618","-1.02371234866164","-0.690971422806792","-0.46489341302251"
"ENSRNOG00000058033","","A","-0.105209952189352","0.952150164847585","-1.06109892861629","1.35221964407581","-1.06109892861629","0.55573265686095","-0.349427990687465","-0.283266665674938"
"ENSRNOG00000001816","Rfc4","A","-0.109105772819594","0.627409463072175","0.874195872347437","1.45356676935807","-1.03829692150722","-0.769560632162094","-0.558989235024572","-0.479219543264203"
"ENSRNOG00000059181","AABR07055919.2","A","-0.443307964387842","0.614052152649095","-0.0792890011992298","1.01412163187732","-0.679517776966361","-1.39919694081478","-0.213076994633464","1.18621489347526"
"ENSRNOG00000055758","AABR07009338.1","A","-0.793072394999075","1.68080676848284","-0.793072394999075","0.868445236792995","-0.0733932311506517","-0.793072394999075","-0.0814014570702452","-0.0152401320577178"
"ENSRNOG00000030093","Defa5","A","0.146349808341265","0.718148448490902","1.41614828166111","-0.442820769259785","-0.548302770969156","0.598766592441822","-0.561783452595656","-1.3265061381105"
"ENSRNOG00000008045","Slamf9","A","0.340522264491301","-0.837617214101994","0.634313819454162","1.635235967452","-0.614118669722202","-0.920402645084909","0.279776433771894","-0.517709956260258"
"ENSRNOG00000052544","","A","0.174953065531925","1.23231318256886","-0.780935910895017","0.880581720897053","-0.780935910895017","0.835895674582228","-0.780935910895017","-0.780935910895017"
"ENSRNOG00000047796","Pcbd2","A","-0.194218764413238","0.698840474365532","0.625228890729808","1.5681570915629","-0.486769787563076","-0.400407646740628","-1.05203122439487","-0.758799033546428"
"ENSRNOG00000024382","Fcgr3a","A","0.0174353386907056","0.335862483021927","1.22381975852346","1.24073303827727","-0.837375766276188","-0.752291589073048","-0.241284097814429","-0.98689916534969"
"ENSRNOG00000046172","Sf3b6","A","-0.418522839069484","0.657736640139528","0.842242961973169","1.36083910727015","-0.509735698087823","-1.14113659318331","-0.840661812385101","0.0492382333428756"
"ENSRNOG00000047089","Alkbh7","A","-0.0103980623752822","0.886011405345468","0.626946780934185","1.38228959501672","-1.11292342064107","-0.510958689888802","-0.797982053241546","-0.46298555514967"
"ENSRNOG00000017646","RGD1309651","A","-0.414055324875549","-0.0374072155995837","-0.050036361686937","1.53511269976124","0.712103824834836","-1.36994430130249","-0.658273363373662","0.282500042242152"
