"","","Cluster","C1","C2","C3","C4","T1","T2","T3","T4"
"ENSRNOG00000056599","","A","0.255011659252333","1.13363291184985","1.73215932592319","2.35440692068076","-1.18498451227597","-1.27363576235226","-1.35543562458831","-1.66115491848959"
"ENSRNOG00000048771","RGD1559482","A","0.677984601857744","-0.133675612562613","1.53727509459888","2.4908979206885","-1.81291303662395","-2.12740770629426","0.0967435492644055","-0.728904810928705"
"ENSRNOG00000053739","U1","A","0.284355039435621","0.812353719157663","1.81290789056197","2.3320629675539","-1.49068218257439","-0.973478344555089","-0.724378474668614","-2.05314061491106"
"ENSRNOG00000057653","AABR07005806.1","A","-0.737320830365067","0.780669356689909","0.763466352746955","2.93896558371577","-1.69320980679201","-0.937038409245511","0.577677560041965","-1.69320980679201"
"ENSRNOG00000056028","Rfxap","A","0.581679171511809","0.804509760347596","0.784339013419351","0.499255829244911","-3.85628356872347","0.581348518393923","0.279595609851645","0.325555665954234"
"ENSRNOG00000052607","","A","0.0598294469568499","0.371639732203405","1.79388938303024","2.18132827316843","0.0158349030243663","-0.298659766645943","-2.45084711733935","-1.673014854398"
"ENSRNOG00000056195","U2","A","-0.112948331913319","0.929289878354739","1.96306053347002","2.28518488605429","-1.42040277125979","-1.22810660244914","-0.716898100212629","-1.69917949204417"
"ENSRNOG00000051492","SNORA74","A","0.162994885656902","0.95050119298118","1.80088157344523","2.33066058262641","-1.67140971029418","-1.17678315823401","-0.929890446566278","-1.46695491961525"
"ENSRNOG00000054746","","A","0.386106570736876","0.903373870568476","1.81716816353573","2.02334404442225","-2.36495772886416","-1.21788836545318","-0.519704604917385","-1.02744195002862"
"ENSRNOG00000052293","SNORD15","A","0.17741012966938","0.942443889377207","1.65258189039658","2.40247032055786","-1.67282355765444","-1.42767314469379","-0.636838748275645","-1.43757077937715"
"ENSRNOG00000054305","SNORD116","A","0.122115182328361","0.662677179781945","1.88612863044407","2.20176343485245","-1.09152281985155","-1.81120198369997","-1.81120198369997","-0.158757640155331"
"ENSRNOG00000016151","Ankrd23","A","3.56881364637973","-0.2968067712967","-0.309435917384053","0.0321737747924622","-0.909664693151184","-0.0125122715223631","-0.443223910818288","-1.62934385699961"
"ENSRNOG00000052862","Metazoa_SRP","A","-0.544442424746047","-0.544442424746047","-0.544442424746047","3.81109697322233","-0.544442424746047","-0.544442424746047","-0.544442424746047","-0.544442424746047"
"ENSRNOG00000018148","LOC108348081","A","0.214633880305259","0.806994747633427","1.22444399872202","1.89835412823927","-0.00889709091382151","-2.29604268399094","0.456555703995731","-2.29604268399094"
"ENSRNOG00000060769","Hist1h2bd","A","-0.0184361482830173","0.419361227862264","1.89030921066338","2.29442134526759","-2.03839048488963","-0.508829270763254","-0.298311636180628","-1.7401242436767"
"ENSRNOG00000053163","AABR07050084.1","A","-0.058631346008073","1.56442569003979","1.76988708528763","1.96498393383043","-1.67646800748605","-1.10654334764234","-1.21130206513206","-1.24635194288932"
"ENSRNOG00000055105","U1","A","-0.0976887644683231","1.01189602215599","1.86909327349915","2.26113062321524","-1.67265786990405","-1.31915877588873","-0.812628246844444","-1.23998626176483"
"ENSRNOG00000057709","","A","0.0980166499029529","0.638578647356536","0.969167603133681","2.7968748743824","-1.83530051612538","-1.83530051612538","-0.649180569944062","-0.182856172580739"
"ENSRNOG00000034237","Rpl39","A","-0.667316442461773","0.838875416776425","1.96855546035631","2.28216630583336","-1.854540241117","-1.37457369373801","-0.727027220417923","-0.466139585231383"
"ENSRNOG00000049598","LOC100912571","A","0.86684214571718","-0.531510059265699","1.45484965523762","1.04100985609512","-1.86404714496861","-1.86404714496861","1.98311757418024","-1.08621488202725"
"ENSRNOG00000057923","","A","-0.128078299803058","0.864999810331321","1.7518674178914","2.46971756578882","-0.899601338285587","-1.43370806978908","-1.16784040935896","-1.45735667677485"
"ENSRNOG00000062204","AABR07012097.1","A","-0.905934230129093","-0.905934230129093","1.55074192940987","3.10703118842333","-0.905934230129093","-0.905934230129093","-0.905934230129093","-0.128101967187736"
"ENSRNOG00000048215","LOC100912489","A","0.0448153203045862","0.67312213308293","1.65680078118905","2.48992713554328","-1.82072592481837","-0.951120901358536","-0.672467481131192","-1.42035106281175"
"ENSRNOG00000051966","U4","A","0.578619622527387","1.51728464676841","1.57420157199788","1.79395059054153","-1.72152698890361","-1.37151055414235","-1.30692848182546","-1.06409040696379"
"ENSRNOG00000051852","U1","A","1.09871431217438","0.701624476153654","1.50842668027911","2.11581340124401","-1.66841653110748","-1.05903146558223","-1.36129579023638","-1.33583508292506"
"ENSRNOG00000060344","AABR07073045.1","A","-0.363214291348088","0.871528097856372","1.54172862998579","2.48416471584155","-1.13806296547986","-0.289029292290054","-1.15481425226678","-1.95230064229893"
"ENSRNOG00000053606","","A","-0.104264991140707","1.2851740268285","1.23103209891301","2.52661177676707","-1.61605066956464","-0.900929900680364","-1.35128031268363","-1.07029202843924"
"ENSRNOG00000055390","","A","-0.082123385414139","1.2197256759107","1.50853137514695","2.26028953594376","-1.76784957285967","-0.481994923164084","-1.020968686851","-1.63561001871252"
"ENSRNOG00000059013","AABR07060519.1","A","-0.531397050144941","1.25201487637147","1.3901308431856","2.39949109826837","-1.74503505232485","-1.21496256145328","-1.27859426999196","-0.27164788391041"
"ENSRNOG00000058283","SNORA62","A","-0.326199847668059","1.0704541782966","2.0254376124208","1.95441436704408","-1.54208743518038","-0.849203298074655","-1.76279967729492","-0.570015899543472"
"ENSRNOG00000051811","SNORD116","A","-0.410741947501857","1.10724823955312","2.15385575878416","1.90449070695094","-1.3666309239288","-1.3666309239288","-0.654959985999969","-1.3666309239288"
"ENSRNOG00000052573","","A","0.123727351862182","1.38474894106474","1.49345538452877","2.14217680662126","-1.65092890436819","-1.41330089547911","-1.11974609610304","-0.960132588126612"
"ENSRNOG00000053081","LOC102548682","A","0.588287846350439","0.983627430719356","1.13537957954567","1.21270107118652","-1.05203882518736","-2.93351267031884","0.989602764029022","-0.924047196324807"
"ENSRNOG00000061593","AABR07001807.2","A","-0.69086673724164","0.641670348461267","-0.69086673724164","3.50353007498857","-0.69086673724164","-0.69086673724164","-0.69086673724164","-0.69086673724164"
"ENSRNOG00000055569","SNORD15 ENSRNOG00000055569","A","0.205666761908098","0.664161836413313","1.65926910356293","2.28211739237723","-1.70530591662348","-1.77766550591134","-0.469622137219418","-0.858621534507336"
"ENSRNOG00000031579","LOC100363469","A","0.273667088452664","0.801882433854989","1.4378031742913","2.42367241859909","-1.85484661242099","-1.34727928487319","-0.744210963387623","-0.990688254516244"
"ENSRNOG00000057527","RNase_MRP","A","-0.0455678342652401","1.40545286952029","1.28871596102839","2.29112272243965","-1.53996240286935","-1.33037316430621","-1.32925038886531","-0.740137762682222"
"ENSRNOG00000054091","AC094348.5","A","0.383535486294953","1.19232145273441","1.34997680975321","2.00818559357754","-2.34735380439083","-0.730522218913589","-1.16123385820951","-0.69490946084619"
"ENSRNOG00000060836","U1","A","1.36983317956492","0.566019889714024","1.5004140433236","1.61351395096005","-0.68046698235187","-0.602320917089477","-2.26440260628649","-1.50259055783476"
"ENSRNOG00000031333","AY172581.10","A","-1.63108182155434","1.55894864644377","1.53913641792704","2.0452045925265","-1.38933715711939","-0.970139212504038","-0.758827000001124","-0.393904465718417"
"ENSRNOG00000061536","SNORA73","A","0.57206028595261","1.03867127118883","1.58666411122347","2.0126969380891","-1.86799893217557","-1.18371897941514","-0.960979716373169","-1.19739497849014"
"ENSRNOG00000022637","AABR07052585.1","A","3.39062625639851","0.0699095990732665","-0.406495200800664","0.00934900828345375","-0.847933934325953","-0.251782213715243","-0.337536213446079","-1.6261373014673"
"ENSRNOG00000056397","SNORD22","A","0.442113547809699","0.976181461801485","1.61407493546734","2.14180218782071","-1.06863839704675","-1.28491055063191","-1.20082378660701","-1.61979939861357"
"ENSRNOG00000057075","","A","0.717125688949785","0.680328288135502","-1.79355087534642","2.56198852262196","-1.79355087534642","0.748215945140767","-0.607430929165097","-0.513125764990081"
"ENSRNOG00000032578","AY172581.17","A","-0.957973718293899","-0.957973718293899","2.56251296441906","-0.957973718293899","-0.957973718293899","0.291777936426093","-0.957973718293899","1.93557769062434"
"ENSRNOG00000053752","7SK","A","0.653592628242557","1.8596451564911","-0.537175996438091","1.94830633120326","-0.301048305970946","-1.85708393605365","-1.85708393605365","0.0908480585794109"
"ENSRNOG00000052528","SNORA73","A","0.186976728062238","1.34230216964768","1.37302136400566","2.03895638311257","-1.96790519243522","-0.734237625019029","-0.936853330758667","-1.30226049661523"
"ENSRNOG00000053929","RNaseP_nuc","A","0.098630638126064","1.4083330782359","1.12257433999527","2.21386232814694","-0.613732076664545","-0.952224795867362","-1.65583161525697","-1.62161189671529"
"ENSRNOG00000054752","7SK","A","0.52550197441033","1.48754631352527","0.696422583447277","2.29429793141255","-1.15379012296576","-1.2869569717092","-1.63517255695379","-0.927849151166675"
"ENSRNOG00000054237","AABR07020880.1","A","-1.05302382422084","0.27951326148207","-1.05302382422084","3.14137298800938","-1.05302382422084","0.563807761256407","-1.05302382422084","0.227401286135498"
"ENSRNOG00000052439","SNORA73","A","-0.114316750910729","1.22675087829103","1.57700621807145","2.13002513136238","-1.66444356765539","-1.02520294761353","-0.971328682574331","-1.15849027897088"
"ENSRNOG00000015410","Aspnl1","A","0.460847339785134","1.48395972697898","-2.78068335471035","1.57485604325802","-0.937799812017357","-0.628496004016944","-0.0280849667236795","0.855401027446197"
"ENSRNOG00000051585","","A","1.80709682267165","-0.101896786120931","2.26289674232021","0.227083759968231","-1.43443387182384","-1.43443387182384","0.10812107663236","-1.43443387182384"
"ENSRNOG00000054529","","A","0.392346662020575","0.986066889470937","1.32895628715314","2.29331760289606","-1.44201769298783","-1.4293779037566","-0.997969377467817","-1.13132246732846"
"ENSRNOG00000052577","","A","0.834961702434432","1.62361699116617","0.751346967730801","1.63652502243267","-1.31585544472372","-2.35324938308085","-0.600352889093703","-0.576992966865808"
"ENSRNOG00000058179","Metazoa_SRP","A","0.200732359416202","1.49087408674529","1.59391531334117","1.7423782396664","-1.35117989195734","-0.844829582729862","-1.66434597653744","-1.16754454794442"
"ENSRNOG00000060441","U1","A","-0.678702057037602","0.97088171750546","2.42950649889431","1.36697854387313","-1.75771594788153","-0.284883797021003","-0.84800110258785","-1.19806385574492"
"ENSRNOG00000046222","Ceacam4","A","-2.61531820934292","0.924357047782326","0.189149909916143","2.13753182162165","0.011010206234459","0.0877867841507562","0.600375538624166","-1.33489309898658"
"ENSRNOG00000059109","U1","A","0.985667495363112","0.747187837232952","1.4444641892731","1.98663890062972","-1.65781219483068","-1.14954699480926","-1.29384470909751","-1.06275452376144"
"ENSRNOG00000016507","LOC687679","A","-0.42810478994471","1.02357310069148","1.00295680285415","2.29611855255447","-0.253329731644364","-0.442197352514377","-2.46431735279447","-0.734699229202176"
"ENSRNOG00000051028","AABR07036623.1","A","-0.025455513366905","1.26353153436522","-0.278669359152037","1.91825308947019","-2.27614372276003","-0.123956372066616","-1.5644727848312","1.08691312834137"
"ENSRNOG00000058881","AABR07067827.4","A","0.0910969023768056","0.529287591707205","1.74193365065126","2.091098464293","-2.10166588540682","-1.08387420298804","-0.828281818496984","-0.439594702136424"
"ENSRNOG00000006783","Neb","A","3.27575220181213","0.313674328088288","-0.162730471785643","-0.498687203601561","-0.96257119453174","-0.251004050115725","-0.332061037413472","-1.38237257245227"
"ENSRNOG00000047683","LOC108348098","A","-1.14069038657777","1.68179646296499","-1.14069038657777","2.42215726718351","0.0569432542841253","-1.14069038657777","0.401864561878433","-1.14069038657777"
"ENSRNOG00000060445","U1","A","0.937922074156114","0.608811943907442","1.46398373810717","2.01959148121307","-1.22812168228817","-1.25770841227488","-1.63113824714249","-0.913340895678258"
"ENSRNOG00000032847","AABR07060145.1","A","-1.11860922908283","0.894639864381046","2.20028757112339","1.78644777198089","-1.11860922908283","-1.11860922908283","-0.406938291154003","-1.11860922908283"
"ENSRNOG00000061622","","A","0.455798897786588","0.910940720724633","1.34627506825534","2.20129367553907","-1.62957953279984","-0.93489652622514","-1.10254323112147","-1.24728907215918"
"ENSRNOG00000051920","U1","A","-1.33609100230462","1.38449002277921","2.15138231078485","1.47725729173013","-1.12009719133402","-0.883674218204062","-0.834180823711065","-0.839086389740422"
"ENSRNOG00000061081","U2","A","0.0504365224762955","1.13766638873655","1.38161669238598","2.12993302606979","-1.31355796504438","-0.92753053343441","-0.75231382819416","-1.70625030299566"
"ENSRNOG00000052568","U2","A","0.17947951091647","0.93142221784888","1.2592559965639","2.34788659136571","-1.25770527277395","-1.18476348513876","-1.47841751488849","-0.79715804389375"
"ENSRNOG00000055217","","A","0.362254875538726","0.90281687299231","0.426412073118379","2.62333452174061","-0.851383126641186","-0.321310635769617","-1.57106229048961","-1.57106229048961"
"ENSRNOG00000060559","","A","0.0956252962328694","0.919624370701838","1.40623230221227","2.28419457164872","-1.25139044273779","-1.41850218901151","-1.07085847608213","-0.964925432964259"
"ENSRNOG00000059422","SNORA71","A","0.374079485012865","0.597270439101663","0.927859394878808","2.47893067358812","-1.15692956053183","-1.12043732683376","-1.87660872438026","-0.224164380835612"
"ENSRNOG00000019736","Nfs1","A","0.308137473617992","1.39526173271393","-1.94255073577513","1.32857089510461","-0.744917094913238","1.26971183396812","0.328336631058847","-1.94255073577513"
"ENSRNOG00000028041","Tnnt1","A","3.13970320530578","-0.0534028360425491","0.277186119734596","0.377775001539259","-0.971246369441769","-0.910450414047223","-0.984727051068269","-0.874837655979825"
"ENSRNOG00000058437","LOC684773","A","-0.0518666521941826","0.457036760590232","1.55444388842366","2.28777907220723","-1.52210334266048","-0.827420336085785","-0.271118200055665","-1.626751190225"
"ENSRNOG00000053245","AABR07005692.1","A","0.920270670352394","1.10141066843984","1.3172700370217","1.56122089057675","-2.00162676318453","-0.384795177707284","-1.2899558252557","-1.22379450024317"
"ENSRNOG00000058825","SNORD116","A","-0.633269202312196","1.51387925288523","1.49533286624021","1.6819634521406","-1.58915817873914","-0.832986781192639","-0.0466032302829391","-1.58915817873914"
"ENSRNOG00000031315","Rpl36al","A","-0.119577752121764","1.00529759279574","1.62111682406474","2.0945567067789","-1.39457650929203","-1.27861961485266","-0.899175406257305","-1.02902184111563"
"ENSRNOG00000052561","U2","A","-0.309168950693789","1.20095677833194","1.52566773027387","2.05167130643854","-1.01491682260231","-1.6463177176978","-0.777465832863536","-1.03042649118691"
"ENSRNOG00000045885","LOC100365810","A","-1.20420472406084","1.61828212548192","0.793269639547152","2.0669169068189","-1.20420472406084","-1.20420472406084","0.338350224395363","-1.20420472406084"
"ENSRNOG00000052742","U4","A","-0.103134877399414","0.893687163786181","1.78132319933026","1.9978155778057","-1.46731052785675","-0.972737536246512","-0.963198432126397","-1.16644456729306"
"ENSRNOG00000016731","Tpm2","A","3.21834618965104","-0.169854492099479","-0.418082404810485","0.208660410245764","-0.88395877885975","-0.153173253189609","-0.516965178932689","-1.28497249200479"
"ENSRNOG00000056939","AC120262.2","A","-0.217661761049983","0.3229002364036","1.54635168706573","2.20456047089006","-2.15097892707832","-0.241778141800413","-0.964858980896999","-0.498534583533675"
"ENSRNOG00000006108","Gngt2","A","0.467092305282051","-0.253297990438668","1.66276765574588","2.24645425162168","-1.06918982898592","-0.996248041350735","-0.353687273355898","-1.70389107851839"
"ENSRNOG00000060859","U4","A","-0.0372095279169686","-0.485227797971972","2.05999611635503","2.19534099766208","-1.11622341876089","-0.417340140966707","-0.892673610491317","-1.30666261790925"
"ENSRNOG00000055311","U1","A","0.955236437473091","0.675427010600122","1.37511991630593","1.93341569369517","-1.45063039428607","-1.11191623984203","-1.10821946138461","-1.26843296256161"
"ENSRNOG00000047931","Tmsb4x","A","-0.131110170007627","0.958318797807047","1.4093812399508","2.24947448152078","-1.41509951598105","-1.01527766000562","-1.04157314719498","-1.01411402608936"
"ENSRNOG00000058444","LOC100912564","A","-0.0760021815394358","0.9321548449769","1.47944066263314","2.19167007848429","-1.26408124866476","-0.950741558402205","-1.02881783727863","-1.2836227602093"
"ENSRNOG00000061095","","A","0.359895614656311","0.818077253414108","1.70724775982968","1.50777862822264","-1.71337433251223","-1.93942628972798","-0.443157887391341","-0.297040746491198"
"ENSRNOG00000053438","","A","-1.36801659525492","1.105862568227","1.43645152400415","1.90310503562482","-1.36801659525492","0.248814990222329","-1.36801659525492","-0.590184332313558"
"ENSRNOG00000016561","Pclaf","A","-0.466306647638099","1.27907714537606","1.35416791536155","1.86684056510398","-1.999562297462","-1.04500858763048","-0.194547789616745","-0.794660303494278"
"ENSRNOG00000056978","","A","-1.51517753700791","-1.51517753700791","1.56931350797145","1.38987946405582","0.0408580930747924","-1.51517753700791","0.312966260972252","1.23251528494941"
"ENSRNOG00000061662","SNORA73","A","0.298920316455466","0.93906197721617","1.54072272363998","1.93235709342698","-1.11045476899535","-1.16643261364928","-0.856210281631014","-1.57796444646295"
"ENSRNOG00000054493","Rpph1","A","0.0472234415292743","1.33624818826101","1.24424899678349","1.99902761475686","-0.868555188580144","-1.08420917750688","-1.47567433490982","-1.19830954033377"
"ENSRNOG00000048199","Rps19l2","A","-1.09484958382373","1.39638645171206","-0.077727765123691","2.50167356772857","-0.903876160682878","-1.57450188619746","0.11351784903076","-0.360622472643637"
"ENSRNOG00000061361","","A","-0.669856030742015","-0.669856030742015","3.02747458340203","0.991661601050055","-0.669856030742015","-0.669856030742015","-0.669856030742015","-0.669856030742015"
"ENSRNOG00000020849","Hcst","A","0.311581232727465","0.274783831913181","1.32139135114422","2.15644406639964","-2.19909533156874","-0.289894546290831","-0.656540383112539","-0.918670221212401"
"ENSRNOG00000013874","Rplp1","A","-0.0641798136493392","1.01328991507446","1.30196477359927","2.18252263869879","-1.49317582917936","-1.09659068494298","-1.11422263906196","-0.729608360538887"
"ENSRNOG00000004843","Pole3","A","-0.411186046334928","1.19517204476198","1.51034184699561","1.46088705489364","-0.788467582280564","-0.727671626886018","0.105427521213533","-2.34450321236326"
"ENSRNOG00000054419","U1","A","-0.982132083393906","1.03187593174932","1.85353673242443","1.82406707979974","-0.812268993512133","-0.500758804336449","-1.10383412348091","-1.31048573925008"
"ENSRNOG00000050864","Cpne1","A","-0.89889783377671","1.48302565828541","-0.534878870588098","1.41633482067609","-1.13510764635523","1.88959429129566","-1.14311587227482","-1.0769545472623"
"ENSRNOG00000011494","Rpl36a","A","-0.0624670342881393","1.02659669431224","1.21347312948546","2.20479427439222","-1.55492363441295","-1.03407150038128","-1.0309098192854","-0.762492109822158"
"ENSRNOG00000061297","Metazoa_SRP","A","-0.178037114265571","1.36554829788386","1.45942125964102","1.83069838297639","-1.19554220399347","-0.897299640541858","-1.36898472509953","-1.01580425660083"
"ENSRNOG00000029627","LOC100359951","A","0.0659760676261101","1.13301613849501","1.35043749649371","1.99914901433822","-1.48139905840751","-1.09061432331244","-1.12693603976492","-0.849629295468175"
"ENSRNOG00000054690","Metazoa_SRP","A","-0.189072100189487","1.46619895730906","1.28397911662159","1.89318478232992","-1.3003934297197","-0.946442782077488","-1.24733576312141","-0.960118781152492"
"ENSRNOG00000057490","","A","-1.03111670872929","1.72972340738852","1.09748535982312","1.81838458210068","-1.26732652130781","-0.737254030436237","-1.2753347472274","-0.334561341611586"
