Identifier,C1,C2,C3,C4,T1,T2,T3,T4
ENSRNOG00000013387,3.783717885,1.583635175,1.061351225,1.154754527,5.021187741,3.250372631,4.468068566,4.545940323
ENSRNOG00000013426,0.802454647,0.529623682,1.020382109,0.407853347,3.581931259,1.993474077,2.698006191,2.107461317
ENSRNOG00000013448,0,0,0,0.384790211,0,0,0,0
ENSRNOG00000013456,2.966218038,1.875460242,2.277854349,0.915782038,9.559642799,7.447173651,6.603965161,5.982301735
ENSRNOG00000013845,15.82644297,11.74310425,11.82472138,10.83464551,19.04574691,9.431587448,20.62359999,17.14808179
ENSRNOG00000014254,10.62469711,5.192241553,4.824133307,2.987971131,22.5819244,20.69277589,24.78277148,16.76962392
ENSRNOG00000014671,0.180931317,0.029853871,0.337432962,0,0,0.274678091,0,0.502588104
ENSRNOG00000015156,15.34379027,9.982299703,11.54853318,8.490915743,31.85198076,21.29731547,27.41574167,25.93836959
ENSRNOG00000015540,21.73219451,11.53597339,14.34140907,5.963784666,31.74836004,32.62017436,35.62211361,29.6780294
ENSRNOG00000055435,0,0,0,0,0,0,0,0
ENSRNOG00000015911,4.298989367,1.647107086,1.307943121,0.52376328,9.306852038,7.809609827,7.790474765,6.11251255
ENSRNOG00000025245,5.743250189,2.555763782,4.584648167,2.224036741,10.33533475,11.78389681,9.479408874,10.00720053
ENSRNOG00000016790,15.72291657,9.605917717,9.227089121,4.157628241,23.46318646,19.98034119,21.32907799,18.27936436
ENSRNOG00000016791,20.18987635,10.98637474,9.780609971,5.889791958,31.92357646,30.65094971,27.24917911,28.31998387
ENSRNOG00000047224,0,0,0,0,0,0,0,0
ENSRNOG00000017220,14.504811,5.852731196,6.147990086,2.685577865,12.90533034,14.97377364,18.04414233,12.60016677
ENSRNOG00000017446,87.80188006,75.82424264,83.25808724,66.57076418,85.66505177,99.42685893,91.13988207,98.38229331
ENSRNOG00000017703,21.72917543,7.914915136,14.01998699,6.290069082,21.51991092,18.95576465,31.63023087,17.46133837
ENSRNOG00000017512,3.520659444,1.2724756,1.563322173,1.640283781,3.50407177,3.054191366,3.66387396,4.93638529
ENSRNOG00000017872,0,0.083899908,0.276589146,0.203059241,0.449853421,0.205851286,0.056986996,0.188326646
ENSRNOG00000017901,1.879255577,1.148441804,0.71393477,0.667085512,4.987737115,3.550353831,5.709976959,2.397409546
ENSRNOG00000017944,0.178746156,0,0,0.071381372,0.237205319,0,0,0
ENSRNOG00000017955,11.94664113,9.536898057,5.94139342,12.72221509,11.02216964,6.080082313,10.55815533,5.941728861
ENSRNOG00000018029,1.710637439,3.094374182,1.122513505,2.024101931,1.765636164,2.462319761,1.022487228,2.886267096
ENSRNOG00000018117,34.76668069,17.69160732,23.12630235,18.52711257,65.2153062,62.11925809,59.69784823,57.08545064
ENSRNOG00000049240,0,0,0,0,0,0,0,0
ENSRNOG00000018237,128.5874044,106.5418273,93.77147927,113.6537183,168.7265491,164.2053487,138.1532266,154.2357275
ENSRNOG00000018287,0,0,0,0.352227511,0,0,0,0
ENSRNOG00000018339,0,0,0.21962139,0.094054386,0,0,0,0
ENSRNOG00000018391,17.37151927,16.58682783,14.71866336,15.84646054,21.64865985,15.95725217,20.99071731,20.08555748
ENSRNOG00000018553,16.32372981,7.460994873,5.570935161,3.210619306,29.23690812,28.0251451,23.98446532,24.13400322
ENSRNOG00000022289,22.22794937,13.78574723,14.03328318,13.47035577,26.05432612,24.26490073,24.19424353,27.19638396
ENSRNOG00000022153,37.04115882,36.80532358,33.30688847,36.24901577,29.30425111,26.57185688,30.38215625,31.09383775
ENSRNOG00000022044,0.512826809,0,0,0.153596092,0,0.622832095,0.172422194,0.142452207
ENSRNOG00000021912,0.047290969,0.031212253,0,0,0,0.172305735,0.063600518,0.052545638
ENSRNOG00000032303,277.5034069,367.3596041,480.3583654,610.7814823,171.0792238,210.482348,256.6697585,233.3207505
ENSRNOG00000021828,57.86800901,35.01038447,39.8350584,31.16253613,72.52749348,70.22198184,77.36676444,70.52205651
ENSRNOG00000021724,1.329357638,0.511806185,1.136310551,0.973265779,0.882062891,2.287229658,0.89391099,0.369266829
ENSRNOG00000021689,8.258102506,6.992946617,6.44137452,4.936376608,9.166900091,8.389480123,7.61363548,9.925903413
ENSRNOG00000018603,7.165352601,4.857558623,1.481443654,0.699177166,11.57404815,11.97068878,8.982452936,10.26711924
ENSRNOG00000021510,0.268430457,0.035433062,0,0.686056603,0.213732593,0.13040434,0.072201168,0.417559415
ENSRNOG00000018708,106.8322975,81.15587633,97.42160344,95.68191835,114.0267921,119.1999748,123.5682559,127.8019863
ENSRNOG00000018729,4.001321388,3.055147423,1.31689009,1.81722807,6.871711327,6.384227073,5.592314229,3.138298239
ENSRNOG00000018752,2.090189595,1.10903758,0.382172357,0.360069528,0.924596274,1.742143052,2.535454225,1.229526016
ENSRNOG00000018765,10.25340359,6.98559233,11.30893099,7.572891492,8.632266255,7.230679751,12.75163849,11.14769169
ENSRNOG00000018878,7.09956555,4.253564865,2.47456601,1.568980651,11.15943203,8.915473632,7.508652484,8.003303602
ENSRNOG00000051859,0,0,0,0,0,0,0,0
ENSRNOG00000028247,8.999494721,6.115141452,4.851031701,2.031995596,15.41980633,14.75774569,11.84786788,15.82193154
ENSRNOG00000018985,56.43943052,33.67384874,30.60248299,19.56715369,77.98711989,82.68173141,84.21810542,82.55413921
ENSRNOG00000019145,15.42367454,8.15455649,6.218388787,3.975541498,27.76120538,25.07560304,29.96813641,21.15286115
ENSRNOG00000060273,0,0,0,0,0,0,0,0
ENSRNOG00000019220,0.56023568,0.369758073,0.174137889,0.596606087,0.578247824,0.604809363,0.920880714,1.175805884
ENSRNOG00000019306,2.869465572,0.843628638,1.556797309,0.583370607,8.862087027,5.16411852,5.12204779,4.666514957
ENSRNOG00000036641,0.76321069,0.503722494,0.14233713,0.365741191,0.708973817,0.92692524,1.026424198,0.59360963
ENSRNOG00000057099,0.94998232,0.752391134,0.126549737,0.260139861,0.720385871,0.329645948,0.474540483,0.814272364
ENSRNOG00000019372,14.42885983,7.920077871,6.391488251,4.471580768,39.38827567,36.64782713,31.44667737,31.01216878
ENSRNOG00000019356,4.179738814,1.727376749,0.509961238,0.84237857,5.132019207,6.49959352,4.885744504,4.600761121
ENSRNOG00000019468,5.495116967,3.065511179,4.758126924,2.612437075,5.729665951,6.514960259,7.214295789,4.070466032
ENSRNOG00000026579,0,0.042663289,0,0,0,0,0.173868082,0.071823387
ENSRNOG00000058842,10.14594261,4.538898155,3.174755022,1.481569352,30.83103538,25.48262338,24.1108023,23.18754563
ENSRNOG00000061795,8.432566004,6.889042112,6.856393013,4.96911961,13.85159073,12.98911314,14.10679989,13.08307516
ENSRNOG00000050741,34.48029947,33.37967792,30.55021927,31.01575882,34.88790856,33.80734539,31.81317589,39.26613494
ENSRNOG00000045568,9.147856555,4.779027658,3.968769148,3.311012272,15.69722319,15.77573032,16.3912615,12.74376933
ENSRNOG00000058291,0.215620363,0.569241644,0,0,0,0,0,1.197893558
ENSRNOG00000047816,12.35574736,6.832440994,9.653232231,6.401131017,18.16932796,17.43957972,19.53615038,16.51147074
ENSRNOG00000025247,0.086991664,0.05741489,0,0.138958722,0.192404001,0,0.077995368,0.16109603
ENSRNOG00000059634,0,0,0,0,0,0,0,0
ENSRNOG00000019708,32.17430804,19.79329278,20.78855561,13.80039867,73.86310058,70.01106639,71.78357955,61.23724461
ENSRNOG00000019745,64.07881936,1.18834387,0.269832015,0.410870882,1.749358306,3.397243831,3.026827561,0.107173376
ENSRNOG00000019825,2.390685414,1.869160956,1.577650036,1.410030451,6.198698428,7.191760475,5.144282993,5.762177611
ENSRNOG00000019832,5.928421318,2.066302076,1.884139074,0.780294696,10.90227757,8.575415706,9.615372373,7.944052826
ENSRNOG00000031485,11.38530082,5.665023867,6.052493507,3.342717415,25.08732745,21.75359902,26.37831474,15.68487285
ENSRNOG00000019950,2.818724295,1.436619623,1.080576649,0.550314492,5.694011874,5.268174188,4.843846442,4.436890666
ENSRNOG00000019970,24.02335318,18.1523492,21.77343518,17.30435201,23.09081506,28.63119079,30.34578297,29.31204832
ENSRNOG00000020009,0.037602088,0.024817547,0.035063537,0.09009722,0.349299295,0.091336048,0.202280671,0.45958209
ENSRNOG00000050201,2.149907204,1.127882095,0.462638086,0.440284389,5.047681115,3.615339876,2.891359891,2.143786863
ENSRNOG00000046904,0,0,0,0,0,0,0,0
ENSRNOG00000020117,34.06391026,23.16068055,28.27289863,21.51893446,29.12966028,39.6768142,29.52093747,32.79148052
ENSRNOG00000050223,0.617422629,0.333410496,0.261699942,0.209206328,1.415243504,1.158881532,1.987824921,0.810758783
ENSRNOG00000052685,0,0,0,0,0,0.97902692,0,0
ENSRNOG00000050278,0,0,0,0,0,1.22378365,0,0
ENSRNOG00000049951,84.87025723,39.52970888,25.92895645,13.02185818,169.9287356,161.8015335,133.0131759,135.4949214
ENSRNOG00000020025,0,0,0,0,0,0,2.086987668,0
ENSRNOG00000020110,12.38020249,6.968466457,8.887012821,5.335757591,32.73433396,27.63192229,25.63447778,27.09635229
ENSRNOG00000047683,0,3.639906934,0,5.005401117,1.995995973,0,2.528508389,0
ENSRNOG00000020133,0.725783724,0.311363343,0,0,0,0,0,0
ENSRNOG00000020197,5.265171852,2.142146186,1.446012062,1.180923407,14.50073566,8.190333104,15.37451393,7.65334895
ENSRNOG00000020201,8.29231862,4.412315007,5.514648842,6.674331941,10.57780771,10.77371841,12.62180783,16.21326871
ENSRNOG00000020247,16.70449402,11.43848037,7.269154027,6.94880742,20.50514147,16.14565671,23.21433255,21.88602908
ENSRNOG00000050510,50.03174579,27.66639209,25.59201564,21.19991979,65.1319314,65.99486893,65.33326171,61.21125828
ENSRNOG00000020299,39.59352926,18.4115923,21.96313625,9.494480872,114.6346728,92.97778064,88.33523428,80.72997967
ENSRNOG00000020350,7.532143753,3.300063043,2.540466243,1.407964181,19.52320593,13.58552507,17.37153602,10.39901111
ENSRNOG00000020412,27.37161395,13.04722506,13.77853442,9.051640693,59.96810172,58.92449951,60.7736089,47.94665572
ENSRNOG00000028743,1.526141559,0.503630153,0.988271092,0.507880755,6.132061872,4.170398931,3.021694994,2.967504052
ENSRNOG00000056208,0,0.030740769,0.30402523,0.074400524,0.123619086,0,0,0
ENSRNOG00000020455,3.87729311,3.217067446,3.925436448,4.246977944,3.087220119,2.287229658,2.234777475,3.323401458
ENSRNOG00000020460,49.09955429,34.88638074,32.10588395,36.60096244,44.56459947,56.09805006,49.72843629,50.24464837
ENSRNOG00000020463,6.855966522,6.368474602,5.987202063,4.664562745,8.664970753,8.414736379,9.415570299,8.786619715
ENSRNOG00000020475,12.08918951,5.786411912,5.237331858,3.446443829,21.54212462,21.37892495,22.38417986,18.34120949
ENSRNOG00000027564,0.037104346,0.146934215,0.172996993,0.177809195,0.196957485,0,0,0.041227143
ENSRNOG00000020527,65.59291053,49.37068,50.55134562,49.44581578,71.15526896,70.47427104,75.29631825,70.76125943
ENSRNOG00000020551,16.77824894,11.437987,10.70483925,10.97616372,24.24313367,25.13648697,23.52961112,24.71363051
ENSRNOG00000020552,2.725529552,1.211478345,0.622414679,0.844085802,3.100215032,1.553756343,5.386042164,1.730498788
ENSRNOG00000020567,23.91185819,19.51976065,20.90395047,11.74788072,36.11632509,34.96399839,39.9865541,35.0463318
ENSRNOG00000027096,0.191118049,0.37841632,0,0.203525401,0,0.232114337,0.257030192,0.283138477
ENSRNOG00000020587,10.93783295,4.50218391,4.222336408,3.992229016,17.94873683,15.71235512,19.1388635,12.2185143
ENSRNOG00000020617,6.761778919,5.087597192,6.053073748,3.816398817,7.477689592,7.610002015,8.487507693,6.160745555
ENSRNOG00000020660,1015.838263,670.0710814,750.8591479,618.1158515,1202.875684,1318.534629,1343.885962,1245.163848
ENSRNOG00000026527,7.250501554,3.727546457,2.633236909,1.950619683,12.25511884,12.79156831,9.751029878,12.2113981
ENSRNOG00000055506,0.947110604,0.208365755,1.373820492,0.336198956,1.536167549,1.150273097,0.566109728,0.935419953
ENSRNOG00000020669,0.083908868,0.066456277,0,0.147437759,0,0,0.045138829,0.037292913
ENSRNOG00000026114,2.170417707,0.682135936,1.180603001,0.639740596,5.040447373,2.792893067,3.926674648,2.957057132
ENSRNOG00000020700,7.232599081,5.443519629,4.259570415,7.398106441,11.9554409,8.938153179,8.532415141,14.09866493
ENSRNOG00000061012,21.88465709,18.89834923,15.6871706,11.89051295,30.29330798,27.36259439,30.63347599,26.30134684
ENSRNOG00000030888,18.66682761,6.29754151,5.013669557,3.59872564,33.71582801,27.91338798,33.35395471,23.26522097
ENSRNOG00000020726,19.70105322,8.633140874,6.848515343,3.617986892,21.02215811,23.11323407,25.66637505,15.72513855
ENSRNOG00000020742,7.035982551,1.444285846,1.459569409,0.655413982,14.58041119,12.45798487,14.12226144,7.885315892
ENSRNOG00000020773,16.0539161,6.802794535,5.924128959,2.926554901,22.07398624,23.62763872,18.39981648,18.62855914
ENSRNOG00000020784,0,0.195928005,0,0.521615485,0.236367944,0.144214813,0.079847633,0
ENSRNOG00000056038,8.75302802,3.696828801,3.493245831,1.84123914,7.457003647,7.524553865,9.470681773,6.643831142
ENSRNOG00000024239,30.47096232,15.13453282,15.65660588,14.03093851,29.2958535,36.72399908,28.43488292,28.84729015
ENSRNOG00000012736,15.27058596,11.87427808,10.55698559,7.500123427,22.24475019,19.3989447,22.0714313,20.18530202
ENSRNOG00000020813,11.78130208,4.520763055,3.950220206,1.918953779,32.63924105,23.03691164,28.71265589,18.28904255
ENSRNOG00000023668,20.82677084,10.41569898,11.29173394,5.216356022,30.09326838,29.41352878,31.02525767,21.6459366
ENSRNOG00000062155,1853.936724,1356.989182,1209.534758,571.1350465,2343.228892,1970.524351,1856.037853,2007.022505
ENSRNOG00000062127,3407.545025,2490.939544,2190.689814,832.7344835,4459.043113,3741.320026,3661.671798,3856.409317
ENSRNOG00000062158,4679.359606,3841.216403,3344.634609,1396.698773,5911.43214,5357.403292,5498.595484,5779.744035
ENSRNOG00000020881,13.32564323,4.623531612,4.180716032,2.262892819,17.10536973,18.22601462,17.46075043,15.84412805
ENSRNOG00000030616,1.425402739,1.114072378,0.979390278,1.288251412,1.393797675,1.867833294,2.623250553,1.875534075
ENSRNOG00000023318,0.524911867,0.923851192,0.217544265,0.232912107,0.696584975,1.841694084,1.255007443,1.425689711
ENSRNOG00000020892,27.69829021,12.44089281,11.19806479,5.255912591,51.06516627,43.98006924,45.55095668,44.86265446
ENSRNOG00000020904,22.68512477,9.698464925,9.408630187,5.4625562,38.73123518,33.47272256,37.06578579,31.37551572
ENSRNOG00000020906,2.842409706,1.737040012,0.719893255,1.429387612,5.308773811,4.261886916,3.539528056,4.094014821
ENSRNOG00000055501,0,0,0,0,0,0,0,0
ENSRNOG00000022673,0,0,0,0,0,0,0.084512645,0
ENSRNOG00000020935,4.16950027,2.649967152,1.440005023,1.776073414,9.877680906,9.790187481,9.678066368,8.613554623
ENSRNOG00000049632,0,0,0,0,0,0,0,0
ENSRNOG00000020950,6.755906075,2.494589701,2.366684924,1.225009183,14.85354327,14.17042907,15.2003982,11.50332502
ENSRNOG00000020975,28.16832224,26.02770744,22.0300965,20.7559922,26.04598281,33.10707439,27.86227476,31.70205298
ENSRNOG00000020982,797.5797218,851.6210768,894.3813298,1123.178408,569.1310336,596.2838767,625.2753701,631.7690627
ENSRNOG00000021794,11.40029597,10.23869014,10.42880393,7.318817864,15.51178462,15.51074183,11.54751242,12.90753669
ENSRNOG00000020989,11.76103308,10.01851519,8.690142062,4.972986025,25.16640941,22.43901274,21.72804103,22.3826385
ENSRNOG00000020996,7.097273832,5.152655979,6.544595721,2.015474046,14.59859203,10.4872938,11.24183883,11.52214293
ENSRNOG00000046320,0,0,0,0,0,0,0,0
ENSRNOG00000047431,0,0,0,0,0,0,0,0
ENSRNOG00000050180,7.409071542,5.275294952,5.15025486,2.474611997,12.09660763,11.72515432,10.74935198,12.27364066
ENSRNOG00000046635,1.188317496,0.743016223,1.399696566,0.749287226,0.99597365,2.506646511,0.672901218,1.806802536
ENSRNOG00000021000,0.61619095,0.358843062,0.101398473,0.405296272,1.587333004,0.924455377,0.82870079,0.402740076
ENSRNOG00000021003,8.231951179,6.100350731,5.925491397,5.190612681,11.78666006,13.06725802,11.75075421,12.19551025
ENSRNOG00000021007,22.25633384,11.69222336,12.18043522,7.477523225,26.18746717,26.62196702,22.01549268,25.60138113
ENSRNOG00000021010,35.08461116,29.43953953,37.20967491,33.51341832,46.71505569,46.89299478,44.81339354,38.85239139
ENSRNOG00000062164,0.948035065,0.089386774,0.126290338,0.540847149,0.179727309,1.151395862,0.910707268,1.805785077
ENSRNOG00000044076,0,0,0,0,0,0,0,0
ENSRNOG00000021018,0,0.397468531,0,0.096197553,0.479506845,0.438841168,0.485947706,0.267654342
ENSRNOG00000054336,0,0,0.221738563,0,0,0,0,0.066053514
ENSRNOG00000021020,0.120758663,0,0,0.192897443,0,0.293324645,0.1624055,0.134176589
ENSRNOG00000021025,27.46773662,15.967928,11.3765762,8.367896806,47.61052764,42.19153719,40.13884599,38.63795854
ENSRNOG00000060707,4.435385683,1.637018655,1.278878909,1.608107481,14.36644862,12.36839916,10.96862153,8.705436364
ENSRNOG00000035588,0,0,0,0,0,0,0,0
ENSRNOG00000035530,0,0,0,0,0,0,0,0
ENSRNOG00000043503,29.16418849,14.33720149,15.29234543,11.5208475,51.50188372,51.27055234,56.04276119,43.34410314
ENSRNOG00000027456,1.116152466,0.276249621,0.086733334,0.210483534,1.254898423,1.619159907,1.542784204,1.670787486
ENSRNOG00000021054,11.3995691,5.330189133,6.401155977,2.803360784,28.35949685,22.40830874,24.35417167,17.98119485
ENSRNOG00000021061,7.300312286,3.519278018,3.350380812,1.352572814,14.54701815,15.1477288,15.26563482,14.13787052
ENSRNOG00000021085,35.94220178,17.37081199,13.98405353,7.488697216,64.06916357,60.96640601,64.04485428,48.1606466
ENSRNOG00000021090,74.9063344,12.60862338,11.19745107,4.795386231,101.4071262,77.20923687,65.72050559,79.62628415
ENSRNOG00000021098,3.656828362,3.291167995,2.208719295,2.057746033,5.404253248,4.239371287,4.917982894,6.233243974
ENSRNOG00000021103,19.24072178,6.097104666,5.093876038,2.879563909,56.20575353,51.01154242,45.69592035,40.38334991
ENSRNOG00000062074,0.174201762,0.114973948,0,0.278266367,0.46234935,1.480985638,1.639959114,0.774231769
ENSRNOG00000055731,0,0,0,0,0,0,0,0
ENSRNOG00000021108,0,0.066577062,0.15677263,0,0,0,0,0
ENSRNOG00000061966,0,0,0,0.313714312,0.781871034,0,0,0.654645015
ENSRNOG00000021117,11.9298866,6.757347569,5.174824597,3.413115095,12.4053359,12.72287414,12.0531245,10.94729443
ENSRNOG00000024931,1.966967894,0.873339707,0.800367764,0.257072292,1.850916815,2.996980629,3.487024715,2.225261539
ENSRNOG00000021125,113.4725941,82.52381915,88.26471968,94.79420019,121.0989836,121.705284,131.8728677,112.9816211
ENSRNOG00000021132,67.75869899,74.49950014,60.620687,56.57223352,93.35294103,85.82873983,90.25714037,85.170232
ENSRNOG00000021139,13.55768036,7.900406029,8.961693601,8.189820592,18.67496789,17.19540905,16.56008806,17.06631619
ENSRNOG00000051698,0,0,0,0,0,0,0,0
ENSRNOG00000051621,4.680780357,5.810894142,3.845160402,5.340702686,3.10581783,3.925249197,5.545658641,6.191522127
ENSRNOG00000021140,1.781847671,0.35792141,0.72241458,0.123751626,2.673029783,1.693618177,2.292175444,2.324154286
ENSRNOG00000021145,32.04543574,20.26426258,10.63862478,7.325437824,60.41206433,58.75271361,45.80483142,46.72914693
ENSRNOG00000021147,32.06582823,31.95885229,27.14359119,31.29370778,38.87406543,39.05642558,41.38468536,31.41903676
ENSRNOG00000021150,6.269196164,2.092998845,1.797006269,1.363813406,10.6179406,10.81363892,12.66334613,9.323857583
ENSRNOG00000021151,84.54680773,57.49478768,73.09653239,64.35015876,59.24869045,64.66364178,93.17255324,78.26049619
ENSRNOG00000021153,91.03982226,99.91944437,120.7315681,134.1039476,104.1370695,107.3739655,98.26430707,112.3590094
ENSRNOG00000021156,23.20297243,13.70745671,14.19896555,7.694080633,27.62990394,28.93501455,22.70730782,26.18396788
ENSRNOG00000043060,17.16515919,13.15432346,10.58195856,12.56716895,22.27284579,17.02522768,19.87876802,22.35713959
ENSRNOG00000021158,4.408932632,4.963973335,3.788828171,4.142788065,8.833681243,9.554433512,7.092111568,6.435711131
ENSRNOG00000023023,1.604808043,0.995629707,0.389081163,0.717776604,2.342628861,3.430330965,1.294961271,2.603361039
ENSRNOG00000021161,11.94413849,5.296903634,7.624284031,3.581135128,13.25040504,14.04863752,19.81320635,11.30362614
ENSRNOG00000021164,94.35027779,70.34977326,65.07198331,62.66238073,158.2185442,158.9168985,164.903035,153.9976837
ENSRNOG00000021174,8.765515933,2.586913826,2.591676221,1.821379858,7.471145173,9.174417523,8.72160074,10.29376329
ENSRNOG00000022428,4.16687042,1.509230443,1.31098205,0.798187788,13.68925749,10.20367995,9.043735078,8.619832344
ENSRNOG00000021175,67.71719175,52.76384142,55.06700419,41.73525408,101.0699241,92.56505118,93.57849175,107.0439672
ENSRNOG00000021177,200.3256917,211.6440432,158.5721895,188.0574703,205.085562,242.389265,229.7050264,238.1572113
ENSRNOG00000021179,4.097599787,2.320826617,1.544646293,0.998060943,5.206332569,5.18833517,5.35443228,3.971677625
ENSRNOG00000060849,5.17818062,2.446707046,1.755853454,0.375978221,8.277288644,6.789196701,8.546744388,4.903590998
ENSRNOG00000021184,18.34227971,7.347661711,6.366479935,3.153774904,30.08836122,31.55885593,30.69808346,25.67358729
ENSRNOG00000025061,4.962030493,2.737282076,3.142243147,1.50835298,4.864940545,6.206317372,4.63148238,5.595668677
ENSRNOG00000032042,5.752558185,2.264222359,2.165185301,1.420121267,6.912185512,6.859498317,8.355399364,6.275531925
ENSRNOG00000021202,169.8022885,91.90658756,99.72670386,63.86340772,365.4583171,322.3715592,328.4431876,290.3802419
ENSRNOG00000021203,23.9377011,12.83856788,13.82832335,8.627221195,30.55177508,29.73957764,44.44269491,32.75103817
ENSRNOG00000021206,89.42914218,79.97477504,69.81137269,71.24440451,92.25405004,121.7398299,107.4177542,119.3402563
ENSRNOG00000021207,0.099356751,0,0.030883029,0.079355231,0,0.120669537,0,0
ENSRNOG00000023528,0,0,0.236642801,0.202687848,0.252579737,0.308212179,0.426620757,0.070493325
ENSRNOG00000056396,0,0,0,0,0,0,0,0.216074143
ENSRNOG00000043478,0,0,0,0,0,0,0,0
ENSRNOG00000053356,0,0,0,0,0,0,0,0
ENSRNOG00000049826,0,0,0,0,0,0,0,0
ENSRNOG00000061890,0,0,0,0.144720314,0,0,0,0
ENSRNOG00000017964,0.107392959,0.259892736,0,0.142956115,0.522558543,0,0.096286852,0.556853615
ENSRNOG00000018086,4.845910211,2.292602907,2.919197944,1.815310703,13.20299979,11.14579257,10.95804192,5.813199171
ENSRNOG00000018215,2.8945371,0.955203764,0.616942698,0.858682491,3.511953576,3.364775914,2.224454408,3.537775406
ENSRNOG00000018385,0.261746281,0.103652235,0,0,0.138940297,0.254314293,0.07040329,0.232663876
ENSRNOG00000052019,0,0,0,0,0,1.365876463,0,0
ENSRNOG00000018487,35.26211742,17.26909816,20.19926034,13.27245222,68.01059891,61.69585516,75.82866172,54.84229648
ENSRNOG00000059148,0,0,0,0,0,0,0,0
ENSRNOG00000060079,0,0,0,0,0,0,0,0
ENSRNOG00000054315,0,0,0,0,0,0,0,0
ENSRNOG00000060156,0,0,0,0,0,0,1.594905292,0
ENSRNOG00000058132,0,0,0,0,0,0,0,0
ENSRNOG00000061138,0,0,0,0,0,0,0,0
ENSRNOG00000056942,0,0,0,0,0,0,0,0
ENSRNOG00000056397,50.65538379,46.03064126,73.24939839,73.2933735,25.33013937,19.61550365,22.70841344,15.49846094
ENSRNOG00000029315,0,0,0,0.295518882,0.054557223,0,0,0.182718697
ENSRNOG00000042878,5.255104223,3.990516062,3.846493565,3.655624532,5.848987589,4.666675051,8.055392151,5.336736543
ENSRNOG00000048966,1.088248654,0,1.014780011,0,1.925549056,0.440562114,0.975706767,0
ENSRNOG00000018847,12.53811793,10.16374872,9.84816034,8.476638346,15.05079753,19.5242361,20.43057532,17.80428253
ENSRNOG00000046549,0,0,0,0,0,0,0,0
ENSRNOG00000019069,34.39513572,23.51459848,14.17806812,7.680077563,58.07763049,47.01351641,54.93389475,48.03366913
ENSRNOG00000019266,44.27193389,33.87197061,29.98213668,38.81648416,36.10404481,33.04215856,36.58900375,36.00022465
ENSRNOG00000019341,17.62521638,13.36525533,9.791255778,12.28000759,13.27067593,12.44885649,20.50961994,12.08350845
ENSRNOG00000019419,3.120077987,2.119832163,3.037796312,0.989460542,5.540967988,5.795489715,6.417595102,2.243198295
ENSRNOG00000019439,47.00712017,33.82114774,44.77426307,49.22629141,40.56094543,36.87605787,44.09034803,42.59119038
ENSRNOG00000019461,1.642842073,1.204759078,1.148949247,0.546717221,2.543491662,1.995244306,3.007265923,2.332435272
ENSRNOG00000019464,29.98789933,21.55821733,16.13272461,12.19660224,28.3466271,29.41658505,30.40263354,33.83257677
ENSRNOG00000019507,41.90439072,24.62126127,19.65589942,12.93039744,73.10432941,77.06559518,76.27818777,76.13875245
ENSRNOG00000019570,74.4501768,46.860609,40.09833242,34.9855398,107.7422354,101.72285,106.0605103,103.5815339
ENSRNOG00000052393,11.90931728,4.522308615,6.16116435,2.736285944,12.77331814,9.411479025,8.995603391,9.063427453
ENSRNOG00000026302,1.183516213,0.82223793,1.016488395,0.870636437,2.314548866,1.513041604,2.136206482,2.041743021
ENSRNOG00000019666,55.50068137,39.95555203,43.73558919,31.28615393,57.74613138,61.92069488,59.33946223,68.32649883
ENSRNOG00000045561,24.53290988,27.16334501,26.0018994,33.72769848,26.50769435,27.35316082,26.32287168,26.21616094
ENSRNOG00000054533,5.625069058,7.012633967,9.907818347,8.48618411,1.658834491,6.83168954,2.521674583,4.166727053
ENSRNOG00000019701,27.29070771,27.58678477,36.16335597,35.90737968,22.49214717,24.77135738,27.43038977,28.08874386
ENSRNOG00000026005,4.464013264,1.790138047,2.397472017,1.308803845,8.436039791,7.549033171,6.877481035,6.906364939
ENSRNOG00000019724,31.45516653,12.85702856,11.43397477,7.655237188,79.67892142,69.37999495,76.08810966,54.47035588
ENSRNOG00000019804,45.25150853,37.35214304,36.33286372,33.23179295,42.50368172,53.53081596,47.18447256,54.85043491
ENSRNOG00000019858,7.120074475,7.700502865,5.132975216,5.208854808,4.605250735,8.938053499,7.081131903,8.642499839
ENSRNOG00000019873,7.680817187,4.969974463,3.847969138,2.165149738,12.23140613,11.8159878,14.09707237,10.24111228
ENSRNOG00000019913,19.47229394,10.72686155,9.843841569,6.700603833,30.77060258,27.55946036,35.26406058,22.08309559
ENSRNOG00000020047,6.2548694,2.851466115,2.916298776,1.467809016,11.08163885,10.53341172,12.5313193,7.84547213
ENSRNOG00000020075,419.1395543,361.8868058,470.3596279,501.3758522,303.9365309,328.574067,355.8182257,341.3450505
ENSRNOG00000057569,53.8705341,27.77165598,23.36006059,22.60210742,91.47602372,64.86452422,108.8045804,67.66311497
ENSRNOG00000020196,0,0,0,0,0,0,0,1.273371453
ENSRNOG00000020202,35.55123205,24.99585695,24.44104487,18.89946338,50.9345435,55.82790168,51.466442,53.33954632
ENSRNOG00000020294,0.673551958,0,0,0,0,0,0,0.249464241
ENSRNOG00000049738,0,0,0,0,0,0,0,0
ENSRNOG00000020301,0,0,0,0.1694489,0,0,0,0
ENSRNOG00000028909,0,0,0,0,0,0,0,0
ENSRNOG00000020305,0,0,0,0,0,0,0,0
ENSRNOG00000023151,0,0,0,0.396492239,0,0.200971984,0,0
