Identifier,C1,C2,C3,C4,T1,T2,T3,T4
ENSRNOG00000046319,0,0.122428809,0,0.02469242,0,0,0,0
ENSRNOG00000047964,0,0.024140437,0,0,0,0,0,0
ENSRNOG00000050370,0,0.048338216,0.102442163,0.029247712,0,0,0,0
ENSRNOG00000032365,0,0,0,0.087639052,0,0,0,0
ENSRNOG00000040300,0,0.051519972,0.145580255,0,0,0.094804506,0.104981108,0
ENSRNOG00000058808,0,0,0,0,0,0,0,0
ENSRNOG00000061316,1.303259774,0.480087808,0.876128876,0.653588615,0.68375288,0.717790011,1.793484588,0.589330661
ENSRNOG00000050129,0,0,0.133730699,0,0,0,0,0
ENSRNOG00000040316,0,0,0.231747181,0.119096809,0,0,0,0
ENSRNOG00000023659,0,0,0.095840334,0,0,0,0,0
ENSRNOG00000029897,0,0.058929697,0,0,0,0,0,0
ENSRNOG00000042852,0,0,0,0,0,0,0,0.439227638
ENSRNOG00000061806,0,0,0,0,0,0,0,0
ENSRNOG00000055877,0,0,0,0,0,0,0,0
ENSRNOG00000014303,18.76055458,12.0085347,9.578169847,7.864834117,43.22103669,38.18092681,32.49918363,35.05625055
ENSRNOG00000051899,0,0,0,0,0,0,0,0
ENSRNOG00000014330,57.23169677,43.91399681,50.94670404,35.68692931,91.74227807,96.31306147,90.79208229,98.93255789
ENSRNOG00000049505,6.521229734,5.065525187,5.706761774,5.048180467,6.324081601,6.762532885,7.016199418,8.806466505
ENSRNOG00000014916,14.55323356,7.710003364,8.677965648,4.347092344,21.82442895,19.16510469,20.27444867,19.92644466
ENSRNOG00000014996,6.892071492,6.322543464,6.830981656,3.669751814,6.269990162,7.422872921,8.219666541,5.875853145
ENSRNOG00000015239,24.1629569,19.32308549,23.29196587,21.84424428,36.29497966,35.73742438,33.89173745,35.65979387
ENSRNOG00000053710,0,0,0,0,0,0,0,0
ENSRNOG00000015552,8.106417456,3.774222917,5.303121761,4.21596231,9.631833149,11.18090977,10.77536218,11.69533103
ENSRNOG00000016041,1.303185872,0.711243606,0.233693581,0.16012944,1.496591399,0.426119411,1.38187676,0.52907236
ENSRNOG00000016054,31.18424817,19.35378031,18.12249785,7.59148855,37.62587687,42.63839892,45.69225829,41.54763123
ENSRNOG00000016381,7.262110745,4.133984764,3.555215543,3.443853507,14.9978824,12.07222339,13.30705082,12.7591534
ENSRNOG00000054005,0,0,0,0,0,0,0,0
ENSRNOG00000059137,0,0,0,0,0,0,0,0
ENSRNOG00000013160,41.32485035,16.67249462,14.39593404,8.799259779,98.41806147,85.40994291,83.48950513,73.0211392
ENSRNOG00000052788,0,0,0,0,0,0,0,0
ENSRNOG00000023549,4.309289852,4.486892945,3.048415454,0.949458255,8.528674359,6.76767103,7.693976853,6.108968499
ENSRNOG00000031859,0,0,0,0,0,0,0,0
ENSRNOG00000013351,15.45434507,9.422716126,8.895836497,5.770036817,31.46541613,26.48288125,28.72061465,25.69849224
ENSRNOG00000061755,0,3.262276062,0,0,0,0,0.949638265,0
ENSRNOG00000053182,0,0,0,0,0,0,0,0
ENSRNOG00000042741,0.698072076,0.304256133,0.184229605,0.210393622,0.419491678,0.431905191,0.9033936,0.702464023
ENSRNOG00000014258,21.84412457,12.62215385,21.06351638,14.86283451,16.56472795,17.62862053,26.4129348,15.1417305
ENSRNOG00000057302,0,0,0,0,0,0,0,0
ENSRNOG00000014290,2.34638335,1.123858258,1.337791593,1.135128333,7.544222495,4.803780988,5.788264777,5.541946288
ENSRNOG00000041566,0,0.678346292,0,0.820885783,0,0,0,0
ENSRNOG00000014450,7.876936252,4.80628556,3.906736303,2.913388035,17.88953099,17.20703808,16.86784962,12.95203797
ENSRNOG00000014852,13.79149807,10.96864373,9.73948251,7.258924502,18.531758,17.83616956,18.39265079,18.91446279
ENSRNOG00000052274,0,0,0,0,0,0,0,0
ENSRNOG00000040242,6.717055342,3.685503478,2.641269057,1.357370193,8.376896485,8.649355941,6.312643517,10.79047426
ENSRNOG00000054906,0,0,0,0,0,0,0,0
ENSRNOG00000058048,0,0,0,0,0,0,0,0
ENSRNOG00000053880,0,0,0,0,0,0,0,0
ENSRNOG00000011058,18.99563921,8.922272694,8.047156076,4.612405983,38.58828888,31.2221672,35.13050066,30.96937715
ENSRNOG00000014902,0.853418986,0.751013835,0.265267968,0.416543785,1.321285904,1.266813665,1.402797273,0.684843913
ENSRNOG00000014908,33.51866993,36.95653466,39.00916979,39.01513329,40.51563455,40.2353251,47.1751481,50.37916333
ENSRNOG00000036310,0,0,0,0,0,0,0,0
ENSRNOG00000025587,2.29160504,0.789114601,0.761850137,0.700281711,5.526827712,3.412410774,4.770285452,4.140397024
ENSRNOG00000042705,0,0,0.458810111,0,0.163236373,0.448178214,0.330858013,0
ENSRNOG00000043188,0,0.448905635,0,0.181077746,0,1.376756607,0.304908365,0
ENSRNOG00000015217,14.24977791,8.66157362,7.762610457,6.648783739,20.66473967,18.85274669,19.42761819,16.59485258
ENSRNOG00000015473,9.535235809,5.923104563,3.051006096,1.45594194,15.07284579,13.34041672,14.70955603,13.50308717
ENSRNOG00000015551,21.29038857,17.08397264,13.94938361,12.17158327,33.01191159,30.82467148,32.85253735,32.68268646
ENSRNOG00000015660,14.84528129,8.464686846,9.63757552,7.091552652,20.01216582,19.45610901,20.59687748,17.01678067
ENSRNOG00000046983,0.652565331,1.722784234,2.281912722,0.390897992,1.731975342,0,1.755239686,1.450148392
ENSRNOG00000016624,0,0,0,0,0.514690785,0.235520627,0,0
ENSRNOG00000010753,23.25556719,17.15451786,15.79340721,14.61986018,40.02463897,43.03857498,36.18188667,39.80887114
ENSRNOG00000011015,9.127041268,4.067911666,3.038939393,1.863703433,20.25208261,19.32377179,20.11363159,14.65931008
ENSRNOG00000011411,5.788911332,2.42245328,2.453680332,1.584291599,12.05153542,9.587287144,11.79601726,8.336290682
ENSRNOG00000011540,56.30503907,39.15237839,29.87718249,35.7620676,75.52024329,75.70964157,74.64156765,80.95729244
ENSRNOG00000012092,0,0,0,0,0,0,0,0
ENSRNOG00000012103,0.292262672,0.482236701,0.204398817,0.466854474,0.484809448,1.153604588,0.589585842,0.974211065
ENSRNOG00000059930,0,0,0,0,0,0,0,0
ENSRNOG00000059032,0,0,0,0.09983746,0,0,0,0
ENSRNOG00000056005,0,0,0,0,0,0,0,0
ENSRNOG00000055342,0,0,0,0,0,0,0,0
ENSRNOG00000047798,0,0,0,0,0,0,0,0
ENSRNOG00000059769,0,0,0,0,0,0,0,0
ENSRNOG00000047193,0,0.065017217,0,0,0,0,0,0
ENSRNOG00000060990,2.316522395,0.896260645,0.223461919,0.829392372,1.802084447,0.194029947,1.611432808,0.177511688
ENSRNOG00000058425,0.718537494,0.585823392,0.354720908,0.371339696,1.233987915,0.872669301,1.051609932,0.563560068
ENSRNOG00000055421,0,0,0,0,0,0,0.476638363,0
ENSRNOG00000051831,0,0,0,0,0,0,0,0
ENSRNOG00000052007,0,0,0.991451735,1.698384379,0,0,0,0
ENSRNOG00000061685,0,0.701737544,0,2.547576569,0,0,0,0
ENSRNOG00000047746,148.4075237,38.612185,34.95650089,51.5861908,465.4951503,371.9155805,412.4928739,196.5428094
ENSRNOG00000053888,0,0,0,0,0,0,0,0
ENSRNOG00000055836,0,0,0,0,0,0,0,0
ENSRNOG00000060657,0,0,0,0,0,0,0,0
ENSRNOG00000059898,0.973696164,0.840380427,1.094209485,0.55833527,1.52406818,1.061273109,1.34307814,1.442516032
ENSRNOG00000055789,0.37988146,0.358176394,0.50605046,0.758518691,0.864209462,0.757963273,0.875817749,0.241195112
ENSRNOG00000062232,0.770842797,1.729783045,1.581365517,1.97012588,0.204589587,0.187238898,0.829350752,1.370390231
ENSRNOG00000055660,0,0.051476531,0,0.311465938,0,0,0.104892591,0
ENSRNOG00000060284,0,0,0,0.13580831,0,0,0,0
ENSRNOG00000056019,0,0,0,0,0,0,0,0
ENSRNOG00000059861,0,0,0,0,0,0,0,0
ENSRNOG00000056940,24.34739999,12.49841732,13.23275217,8.83220876,30.54672647,28.01378286,35.68037995,34.69920877
ENSRNOG00000060021,5.752897569,0.660337099,1.441845738,0.635641646,0.90526366,1.270352409,1.192650417,0.859020425
ENSRNOG00000060610,0,0,0,0,0,0,0,0
ENSRNOG00000060972,22.01581054,11.99628675,12.63077247,6.657496715,24.9911686,21.5125543,23.74392797,23.49730433
ENSRNOG00000051450,36.74383067,27.63854817,47.53342181,51.1474988,25.69624576,21.67532268,35.61083619,32.14282256
ENSRNOG00000059224,15.42227868,8.589682209,7.615311828,4.651589858,21.80465879,19.79740165,23.32275505,18.00354383
ENSRNOG00000055142,0.364034379,0.168185031,0.305512282,0.174450344,0.628019984,0.132636764,0.489581317,0.323586831
ENSRNOG00000052189,0.082223232,0.515543182,0.076672267,0.098506294,0.218228893,0.199721492,0.16587015,0
ENSRNOG00000053331,0,0,0,0.229440126,0,1.39556943,0,0
ENSRNOG00000053347,16.95209096,14.04943158,7.939910544,10.20096559,25.47525572,23.50279061,23.00667566,22.44802407
ENSRNOG00000059393,0,0,0,0,0,0,0,0
ENSRNOG00000060603,8.441041411,3.567281854,1.944461247,1.612163423,17.75446517,16.85656594,15.5699573,11.69589137
ENSRNOG00000053735,19.81012083,15.47625719,21.56407523,15.17634118,29.40081131,31.13010358,29.25201296,33.87044036
ENSRNOG00000053184,0,0,0,0,0,0,0,0
ENSRNOG00000011460,7.122694752,3.983907314,3.102024743,1.682006397,22.89172354,20.41273258,18.81553438,14.65081493
ENSRNOG00000025799,0,0.032577997,0,0.078847087,0,0,0,0
ENSRNOG00000011994,0.295373504,0.389895687,0,0.55046093,2.025208261,0.597888979,0.926895465,0.820483773
ENSRNOG00000049517,2.913123698,1.423278724,0.846687616,0.513683128,6.27575421,2.848788149,3.154585681,2.94255571
ENSRNOG00000058088,0,0,0.255196157,0,0,0,0,0
ENSRNOG00000054373,0,0,0.393864388,0,0,0,0,0
ENSRNOG00000012057,0.089373078,0.471893073,0.041669711,0.356906862,0.593013296,0.651265734,1.141859731,0.14895546
ENSRNOG00000053291,0,0.25392642,0.102503031,0.043897635,0.218812393,0.534014684,0.369585896,0.244276333
ENSRNOG00000012074,63.53958682,44.54736633,45.40524393,29.4894766,80.23714118,84.22784663,98.72076398,80.53032349
ENSRNOG00000012259,0.627752218,0.121858615,0.172168265,0.088478707,0.539038433,0.538171684,0.496617217,0.410296476
ENSRNOG00000012286,0.044794739,0.354776753,0,0.25043973,0.118889833,0.054403554,0.30121698,0.049772042
ENSRNOG00000057719,0,0,0,0,0,0,0,0.529790038
ENSRNOG00000012311,1.24138794,0.842730823,0.363811085,1.501390025,3.483043586,3.230732528,2.671221746,2.679827522
ENSRNOG00000012322,5.840922223,3.619012435,3.723693402,2.713366023,6.802076483,5.211804391,4.889535682,3.907201528
ENSRNOG00000031700,3.890548126,2.9367131,2.439445783,2.1072775,8.990666415,8.798463105,9.742916735,7.403486019
ENSRNOG00000054452,0,0,0,0,0,0,0,0
ENSRNOG00000012701,56.92895819,35.4390237,30.36456332,14.49255017,100.1341607,92.92395152,81.66658531,88.1820662
ENSRNOG00000053505,0,0,0,0,0,0,0,0
ENSRNOG00000058050,18.1073705,8.591169058,11.31251322,6.065495222,25.95690232,25.56999583,27.5147995,23.34704756
ENSRNOG00000013436,7.067850295,3.983818437,4.762617841,1.606976631,11.84405976,9.649121149,9.227856942,9.515537297
ENSRNOG00000058518,0,0,0,0,0,0,0,0
ENSRNOG00000053617,0,0.277505301,0,0,0,0,0,0
ENSRNOG00000013969,29.47903112,16.07428033,16.55923255,10.58448718,62.60793099,46.74713282,52.39880824,44.10902653
ENSRNOG00000055858,1.001365474,0.55075477,0.661415027,0.099972558,0.553693064,1.01347171,1.346712993,0.741753846
ENSRNOG00000014531,35.02270168,21.23420298,20.65156425,12.12132014,47.70719328,43.03575573,43.17611096,46.23922494
ENSRNOG00000014907,0.102893366,0.113183475,0.031982314,0.164359779,0.045514925,0.083309855,0.13837888,0.114326215
ENSRNOG00000052464,0,0,0,0,0,0,0,0
ENSRNOG00000058612,0,0,0,0,0,0,0,0
ENSRNOG00000048762,0,0.064810155,0,0,0.130311839,0,0,0
ENSRNOG00000058363,0,0,0,0,0,0,0,0
ENSRNOG00000014979,0.168490229,0,0,0,0.223595177,0,0,0
ENSRNOG00000055971,0,0,0,0,0,0,0,0
ENSRNOG00000047605,5.076787237,2.584827606,1.951587453,1.65501166,15.39921624,12.0295959,13.54383284,9.278683855
ENSRNOG00000046617,12.24601323,11.11333287,21.41113852,6.112979237,30.47078959,38.51012806,31.17417719,34.25975577
ENSRNOG00000047754,0,0,0,0,0,0,0,0
ENSRNOG00000028519,0,0,0,0,0,0,0,0
ENSRNOG00000011134,8.339147085,3.122080942,3.392408292,2.594047546,14.91062028,7.912837465,12.60553678,10.44698584
ENSRNOG00000046438,0,0,0,0,0,0,0,0
ENSRNOG00000057281,0,0,0,0,0,0,0,0
ENSRNOG00000058772,0,0,0,0,0,0,0,0
ENSRNOG00000011245,11.0110761,5.984884574,7.889525991,4.655877352,12.08734979,11.79973802,14.5363228,10.75021658
ENSRNOG00000030796,0,0,0,0.221861022,0,0,0,0
ENSRNOG00000051380,0.491156472,0.432220646,0.356220712,0.217934279,0.579368743,0.132558512,0.293575487,0.848914302
ENSRNOG00000011720,4.786866348,2.380639502,3.426361807,2.638561446,5.860328556,5.690861565,5.621692413,5.094016164
ENSRNOG00000039955,0,0.223630646,0,0.180414458,0,0.274342708,0,0.376480833
ENSRNOG00000047783,0.791381018,0.313389023,0.316266075,0.39729989,1.170226434,0.439377518,0.760221295,1.73350512
ENSRNOG00000011855,0,0,0,0,0,0,0,0
ENSRNOG00000053931,0,0,0,0,0,0,0,0
ENSRNOG00000026462,0,0,0,0.234538795,0.194847226,0,0,0
ENSRNOG00000056218,0,0,0,0,0,0,0,0
ENSRNOG00000047821,0,0.32531705,0.766041749,0,0,0,0,0
ENSRNOG00000012346,54.95728351,25.37006076,30.25880249,17.82878435,90.38543981,89.54469084,88.85900911,82.40180243
ENSRNOG00000013202,14.32501061,19.25504206,18.08205741,24.55680983,13.5620293,15.27614809,12.2170649,19.21652023
ENSRNOG00000054921,0,0,0,0,0,0,0,0
ENSRNOG00000053999,0,0,0,0,0,0,0,0
ENSRNOG00000052696,0,0,0,0,0,0,0,0
ENSRNOG00000013304,7.40997081,4.034756651,7.37036483,8.384213941,5.572266461,4.124755441,7.640213867,6.312211344
ENSRNOG00000013422,5.929309095,2.570167568,3.302811606,2.047438837,11.21845166,10.6710724,11.57968048,8.088404366
ENSRNOG00000013791,7.513630149,2.005652034,2.428877787,3.040537233,12.2310598,5.231873915,16.70677688,6.901423726
ENSRNOG00000053913,0,0,0,0,0,0,0,0
ENSRNOG00000013994,9.141766697,4.201178355,3.472984297,3.190998176,13.71918462,7.319587979,15.69452191,9.229568172
ENSRNOG00000015036,16.64474712,13.93461355,5.152478151,7.600457971,35.62212503,13.54582297,26.28418035,17.73624524
ENSRNOG00000015321,4.16950027,2.649967152,5.068817683,1.258052002,11.10726774,6.526791654,7.850448685,6.623171483
ENSRNOG00000015670,88.69483085,64.97644489,71.13464335,56.55772859,85.92236501,87.83294064,91.66227661,99.69544875
ENSRNOG00000026096,0,0.060030645,0.16962891,0,0,0,0,0
ENSRNOG00000056705,0,0,0,0,0,0,0,0.39721456
ENSRNOG00000048934,0,0,0.153344535,0,0,0,0,0.182718697
ENSRNOG00000030414,0,0,0.076672267,0,0,0,0,0.091359349
ENSRNOG00000048072,0,0.05668632,0.160178832,0.137195396,0,0,0,0
ENSRNOG00000052726,0.584525344,0,0,0.233427237,0,0,0,0
ENSRNOG00000048265,0,0,0.560625911,0.274390791,0,0,0,0
ENSRNOG00000046903,0.085887777,0,0,0,0,0,0,0.190862149
ENSRNOG00000045914,0,0,0,0.068597698,0,0,0,0.286293224
ENSRNOG00000047825,0,0,0,0,0,0,0,0
ENSRNOG00000046302,0,0.340117918,0.160178832,0.068597698,0,0,0,0
ENSRNOG00000016089,0.089114774,0,0,0.071175068,0,0,0,0
ENSRNOG00000039869,0,0,0.425326928,0.072859685,0,0,0,0
ENSRNOG00000029877,0,0.175434386,0,0.212298047,0,0,0,0
ENSRNOG00000025982,0,0,0,0.287190361,0,0,0,0.09988267
ENSRNOG00000025951,0,0,0,0.289724394,0,0,0,0
ENSRNOG00000016073,0,0,0,0,0,0,0,0.411528598
ENSRNOG00000016219,1.759430746,0.395313096,0.663241488,0.448480699,1.738721705,1.40940652,2.114492001,0.831883993
ENSRNOG00000039865,0,0,0,0.041342877,0,0,0,0.172544937
ENSRNOG00000016371,3.723640772,2.238623874,2.06272541,1.85509063,6.702775636,5.2835847,6.495313779,4.137387803
ENSRNOG00000060376,4.070954624,5.224427434,2.319851614,3.973970295,2.551117102,2.197424726,2.737465806,6.282351303
ENSRNOG00000016411,563.5244137,570.1481847,547.4018654,578.9285648,304.9628212,333.5128225,352.5886207,377.6144352
ENSRNOG00000057952,0,0,0,0,0,0,0,0
ENSRNOG00000061678,0,0,0,0,0,0,0,0
ENSRNOG00000054517,1.456710797,0,4.07510083,0.581730083,0.966564979,0,0.979548132,0
ENSRNOG00000016627,7.002910832,3.518202804,3.898589871,3.130496631,11.3044416,13.26539993,10.75344619,10.27792673
ENSRNOG00000048248,3.175287401,0.496350946,0,0,4.102880611,0.710391485,3.933235272,0
ENSRNOG00000016700,0,0,0,0.120916073,0,0,0,0
ENSRNOG00000011114,28.34831291,27.09054147,26.98521146,23.93868038,31.34972127,33.80162717,34.94790079,36.33776171
ENSRNOG00000011161,4.380214047,2.772357479,2.492593445,1.991415487,6.379141088,4.146718684,6.404408427,5.01666652
ENSRNOG00000051597,0,0,0,0.839542278,0,0,0,0
ENSRNOG00000057722,0.425292578,0.842085052,1.586322775,0.509515314,0,0.774781649,0.857949053,0
ENSRNOG00000011815,24.25720237,20.01650216,11.84048757,8.606169245,27.69260205,26.05062936,40.41298987,26.78387797
ENSRNOG00000059690,0,0,0,0,0,0,0,0
ENSRNOG00000051379,0,0,0,0,0,0,0,0
ENSRNOG00000059251,0,0,0,0,0,0,0,0
ENSRNOG00000061761,0,0,0,0,0,0,0,0
ENSRNOG00000056881,0,0.109214967,0,0,0,0,0,0
ENSRNOG00000055637,0,0.073378806,0,0,0,0,0,0.123532773
ENSRNOG00000058047,0.321184499,1.059916082,0.299501045,7.695804218,16.19667566,0.585121558,15.33434984,2.319670964
ENSRNOG00000052999,0,1.550505811,0,0.234538795,0,0,0,0.652566777
ENSRNOG00000048976,5.652847177,4.748424046,3.354411702,5.233146868,9.377022748,7.48955594,5.183442198,8.564938943
ENSRNOG00000048796,0,1.224083535,0.432362411,2.592270894,0,0,0,2.060737189
ENSRNOG00000054246,25.2542783,12.98548617,15.60828302,13.36871133,33.90341731,19.61550365,19.35151754,15.98788603
ENSRNOG00000012122,8.23248673,5.156773421,5.082262476,3.896417067,14.0607924,12.49802289,12.04557643,16.04999683
ENSRNOG00000012609,15.07515248,0.384720518,0.206175426,0.305022749,0.426784015,0.659119982,0.567678155,0.089334435
ENSRNOG00000058582,0,0,0,0,0,0,0,0
ENSRNOG00000029608,42.48014108,29.5301837,21.21248704,15.15738831,60.8765212,43.0445946,39.38289235,40.91620288
ENSRNOG00000052712,0,0,0,0,0,0,0,0
ENSRNOG00000057890,0,0.52180484,4.423400046,3.157253012,0,0,1.063270194,0
ENSRNOG00000056670,1.298261553,5.141150846,12.1061475,22.81198387,0,0,4.365003956,0.721258016
ENSRNOG00000013323,9.454327025,5.341353062,3.879065045,2.47675269,8.029681265,8.267293965,9.765045645,4.117893784
ENSRNOG00000021478,9.389213014,5.829697835,8.690484452,4.94383092,8.675829113,8.362398925,5.98629114,12.28714549
ENSRNOG00000021442,7.447420249,9.692848826,9.410958338,6.504083745,5.541930128,11.07372266,11.79437864,9.125623433
ENSRNOG00000041720,0,0,0,0,0,0,0,0
ENSRNOG00000013364,16.74917682,12.42492872,14.29537647,9.646098934,30.2177213,23.83040526,26.99345881,29.2226873
ENSRNOG00000014004,22.41779172,14.75922017,12.41842365,6.847280633,42.63612634,33.2245148,34.81332864,33.47878953
ENSRNOG00000045369,0,0,0,0,0,0,0,0
ENSRNOG00000014190,34.97725981,32.42105495,33.57520517,26.15574905,42.09350173,34.98365332,37.00948906,38.95896231
ENSRNOG00000014240,4.301008217,2.56648215,2.527254676,2.682257368,4.847600411,7.370295495,4.912714644,3.862405587
ENSRNOG00000042944,3.813288539,4.042113447,4.256244704,7.060335562,3.373619677,3.929560893,4.895293319,2.696270598
ENSRNOG00000060033,0,0,0,0,0,0,0,0
ENSRNOG00000050157,0,0,0,0,0,0,0,0
ENSRNOG00000056383,0,0,0,0,0,0,0,0
ENSRNOG00000061372,0,0,0,0,0,0,0,0
ENSRNOG00000056484,0,0,0,0,0,0,0,1.135682512
ENSRNOG00000011568,1.835578813,0.973164329,1.234638009,1.321855767,1.876846571,1.534944776,1.699710389,2.240146685
ENSRNOG00000011588,33.42104098,27.08309355,17.28814155,17.53211967,39.82444023,34.88587922,37.03487723,40.48547301
ENSRNOG00000011622,28.64903663,19.66221137,15.18629452,13.56246077,37.42572804,32.80449623,34.32256734,36.96302152
ENSRNOG00000054753,0.031820136,0.147010032,0.267047371,0.177900944,0.168907812,0.231874797,0.256764939,0
ENSRNOG00000042309,25.70961236,11.954383,11.71689637,7.331031995,39.43966898,36.28430099,38.05185891,32.9230312
ENSRNOG00000012324,19.79367521,10.41232815,10.26425615,3.652246069,39.87763141,37.24943341,37.25049986,36.58245108
ENSRNOG00000061741,0,0,0,0,0,0,0.740491743,0.305890677
ENSRNOG00000054845,0,0,0,0,0,0,0,0
ENSRNOG00000023407,18.80280093,19.39943602,12.79737175,16.57115226,22.08420311,26.90465481,17.87560908,22.21280894
ENSRNOG00000023387,63.40453427,84.93659913,79.3719952,78.85128227,61.08872182,57.66606451,70.28066229,75.91833204
ENSRNOG00000012581,0,0,0,0,0,0,0,0
ENSRNOG00000039788,0,0,0,0,0,0,0,0
ENSRNOG00000051400,0,0,0,0,0,0,0,0
ENSRNOG00000039783,0.211189807,0.696931122,0,0.506025483,0,0.256491642,1.13609692,1.877246892
ENSRNOG00000028357,1.113605905,0.118545954,0.200985556,0.086073461,0.333699521,0.174513925,0.386493554,0.439057064
ENSRNOG00000012775,16.80498719,15.22630681,12.64634212,9.006850386,19.46453922,18.350904,21.90675492,21.78429092
ENSRNOG00000013331,78.64830854,47.45742835,47.3898254,25.79463232,154.5608291,137.851247,137.5148776,128.6433517
ENSRNOG00000014485,35.2845612,29.2295917,32.05737114,23.88665032,39.9290455,40.35848237,50.62235646,39.07089064
ENSRNOG00000014721,0.01970625,0.013006214,0.091879315,0.07869591,0,0,0.079507422,0.087583526
ENSRNOG00000039776,15.92051418,11.48053805,10.48134334,8.123825839,28.70775005,27.75014751,30.67936944,24.52780124
ENSRNOG00000015159,0.053800583,0.047344836,0.050168457,0.128909943,0.095194845,0.261364884,0.241183817,0.259040418
ENSRNOG00000015465,1.622078059,0.76067443,0.47765372,0.613675574,1.302877851,1.088698718,1.148155171,1.280590779
ENSRNOG00000028261,48.27104535,29.43451783,23.49953234,11.50152916,76.34327886,86.73369786,58.79233883,72.24753898
ENSRNOG00000039743,0,0,0,0,0,0,0,0.137773817
ENSRNOG00000060926,0,0,0,0,0,0,0,0
ENSRNOG00000015676,12.17120205,9.367770052,8.800237987,7.657169411,20.42582681,17.60197256,18.08118947,16.85247096
ENSRNOG00000015810,1.748538887,0.927760496,0.895172878,0.575046008,1.501435814,2.040334921,2.213241443,1.371406087
ENSRNOG00000051415,0,0,0,0,0,0,0,0
ENSRNOG00000045233,0,0,0,0,0,0,0,0
ENSRNOG00000016103,3.661359363,1.276648735,1.588988366,0.82762943,3.667027702,4.167079294,4.025974523,3.709981021
ENSRNOG00000016372,3.204788373,1.310376562,1.428615428,0.861534682,5.310961737,4.006159295,6.097136674,3.52614353
ENSRNOG00000056712,0,0.139386224,0,0,0.280259709,0,0,0
ENSRNOG00000026501,0.023748687,0.047022721,0.088581567,0.151742686,0,0.028842963,0,0.026387488
ENSRNOG00000016253,0,0,0,0.126203827,0,0,0,0
ENSRNOG00000061518,0,0,0.433448748,0.092813719,0,0,0,0
ENSRNOG00000025327,0.164300419,0.036146339,0.434090324,0.06561254,0.363391807,0.266058826,0.36827298,0.36511285
ENSRNOG00000016923,47.61087863,30.92167636,35.03229522,28.02444415,62.96970168,65.16108033,70.43383222,62.50330875
ENSRNOG00000017302,0,0,0,0.108074489,0,0,0,0.120280009
ENSRNOG00000017930,7.437019498,3.419000719,4.184877366,1.454244567,14.05525359,12.08461757,15.96850837,11.16980116
ENSRNOG00000053180,0,0,0,0.068981999,0,0,0,0
ENSRNOG00000047971,0,0,0,0,0,0,0,0
ENSRNOG00000049394,65.57592243,81.59263853,79.10202243,79.19813542,56.67035515,59.24836506,71.44876194,77.0442395
ENSRNOG00000012720,0.216208342,0.30918004,0.168009936,0.259025121,0.334739488,0.612702278,0.193849026,0.320309364
ENSRNOG00000060323,0,0,0,0,0,0,0,0
ENSRNOG00000057164,0,0,0,0,0,0,0,0
ENSRNOG00000012742,0.584217699,1.199601864,1.089553275,0.518454179,3.445719364,2.601635221,1.571401424,2.740780462
ENSRNOG00000058487,0,0,0,0,0,0,0,0
ENSRNOG00000055826,0,0,0.442989073,0.216815027,0,0,0,0
ENSRNOG00000053323,0,0,0,0,0,0,0,0
ENSRNOG00000056842,0,0,0,0,0,0,0,0
ENSRNOG00000033609,1.262275625,0.885176825,0.662095273,0.409567747,3.716638131,1.628858648,2.281156652,2.36677204
ENSRNOG00000054020,0,0,0,0,0,0,0,0
ENSRNOG00000054169,0,0,0,0,0,0,0,0
ENSRNOG00000057928,0,0.264864062,0.093553472,0.240389546,0,0,0,0
ENSRNOG00000016812,0.656573717,0.216670806,0.164835956,0.242030206,0.603212542,0.55205572,0.713200892,0.420881521
ENSRNOG00000023053,11.7557725,4.265157733,4.810808939,1.727615831,18.00744951,15.89287034,16.5328091,15.80875005
ENSRNOG00000052375,0,0,0,0,0,0,0,0
ENSRNOG00000055337,0,0,0,0,0,0,0,0
ENSRNOG00000057357,0,0,0,0,0,0,0,0
ENSRNOG00000017150,26.52678069,18.60606973,27.56550569,27.51921864,22.73217636,27.46170511,26.32859529,31.54072753
ENSRNOG00000043733,0,0,0,0,0,0,0,0
ENSRNOG00000034075,19.21150612,9.388946796,7.055264718,5.764456141,49.32359593,35.73983347,33.80862563,35.25410224
ENSRNOG00000017254,10.62859914,7.843161138,8.723144922,5.178414119,16.67836183,15.51792885,16.97910275,15.92920196
ENSRNOG00000017601,43.06967182,28.53844515,25.6960661,13.3956242,53.58907835,56.31628216,55.68149309,51.1439311
ENSRNOG00000052644,0,0,0,0,0,0,0,0
ENSRNOG00000017613,7.678151346,4.07647222,3.658947564,1.663696246,15.13930803,13.38471309,14.16997553,11.70698646
ENSRNOG00000055880,0,0,0,0,0,0.682938232,0,0
ENSRNOG00000058077,4.34277632,2.866251939,3.509646046,0.693706296,15.9445406,9.317992132,9.928847027,10.45485505
ENSRNOG00000032150,14.08938653,8.198353697,8.365547368,4.501220148,27.66442973,26.19132867,22.35147969,26.03826635
ENSRNOG00000055957,0,0,0,0,0,0,0,0
ENSRNOG00000047406,1.570948357,3.049508806,2.929784446,2.435595181,3.188409152,3.703626564,3.355515029,4.20974022
ENSRNOG00000027422,6.954972603,4.212287458,3.853112071,2.02589238,7.600851538,9.440616731,10.17889578,6.500413634
ENSRNOG00000017826,7.823635451,4.375610085,4.248357212,3.463111898,10.21558061,9.272904688,10.4373116,11.90479964
ENSRNOG00000042308,3.86886879,1.121979609,3.006398321,1.030008777,3.967326597,3.061320394,4.651301744,1.758580619
